id,name,voltage_kv,cables,operator,capacity_mw,start_lon,start_lat,end_lon,end_lat,length_km
27579180,Glorenza-Curon,132.0,3,unknown,300,10.5761067,46.673977,10.5437992,46.8072853,15.38
27845546,Candela-Deliceto,380.0,3,unknown,1500,15.4749462,41.2028089,15.4713533,41.2190015,1.86
30129595,Line_30129595,132.0,unknown,unknown,300,9.6744432,45.3577083,9.6658546,45.3134136,5.09
30645316,Foggia-Palo del Colle,380.0,3,unknown,1500,15.539915,41.5022629,16.7263643,41.0754028,113.92
31193726,Line_31193726,132.0,unknown,unknown,300,9.608511,45.6333431,9.4410816,45.6374402,13.08
32243300,Ardenno-Zogno,132.0,3,unknown,300,9.7127755,45.9517483,9.6432026,45.7896585,32.39
32842009,Line_32842009,220.0,1,unknown,700,8.6848237,44.4268166,8.6740509,44.423876,0.92
32842010,Line_32842010,220.0,1,unknown,700,8.6740509,44.423876,8.6848237,44.4268166,0.92
34168764,Line_34168764,380.0,3,unknown,1500,9.0920356,45.539502,9.0863349,45.5391719,0.55
34168765,Line_34168765,380.0,6,unknown,1500,9.064626,45.5474365,9.0863349,45.5391719,1.94
35560565,Line_35560565,132.0,3,ENEL,300,11.6693807,46.7944414,11.6678052,46.7170566,8.8
36770237,Taio-Sandrà,220.0,3,unknown,700,10.7736792,45.4523625,10.7739314,45.452407,0.02
37675496,Line_37675496,132.0,unknown,unknown,300,9.6181289,45.6314901,9.6099965,45.6321289,0.64
38148119,Line_38148119,132.0,unknown,unknown,300,9.6658546,45.3134136,9.4414388,45.3335069,18.32
38219676,Line_38219676,132.0,unknown,unknown,300,9.6743867,45.357916,9.7847361,45.3735044,10.16
40119229,Line_40119229,220.0,1,unknown,700,8.6450694,44.4155611,8.6147844,44.4067871,2.6
40119230,Line_40119230,220.0,1,unknown,700,8.6147844,44.4067871,8.6450694,44.4155611,2.6
40218104,San Martino - Vaiano,132.0,3,Terna,300,11.1020524,43.8907939,11.1243605,43.959293,9.34
40232646,Prato S. Paolo - Prato Autostrada,132.0,3,Terna,300,11.0694929,43.8831399,11.1009646,43.8648905,3.41
40272400,Marinella - Prato Autostrada,132.0,3,Terna,300,11.1370004,43.8450577,11.1012597,43.8643032,4.31
40377932,Line_40377932,380.0,unknown,unknown,1500,11.0547839,43.8070972,11.0543161,43.8069885,0.04
40430589,Line_40430589,132.0,3,unknown,300,11.0566632,43.8060937,11.0575983,43.8060066,0.08
40634283,Calenzano - San Martino,132.0,3,Terna,300,11.1022854,43.8907177,11.1647697,43.8485044,7.59
41225135,Line_41225135,132.0,unknown,unknown,300,9.6446135,45.6354957,9.6571918,45.6192418,2.61
41225141,Grassobbio-Gorlago,132.0,3,unknown,300,9.7275531,45.6378749,9.819685,45.6701664,8.35
41360295,Line_41360295,380.0,3,Terna S.p.A.,1500,11.1606146,43.851312,11.1549459,43.8520512,0.49
41360296,Suvereto - Poggio a Caiano,380.0,3,Terna S.p.A.,1500,11.1549459,43.8520512,11.1606146,43.851312,0.5
41360297,Line_41360297,380.0,6,Terna S.p.A.,1500,11.1606146,43.851312,11.1637434,43.8498282,0.3
41360298,Suvereto - Poggio a Caiano,380.0,6,unknown,1500,11.132847,43.8518055,11.1549459,43.8520512,1.94
41360300,Calenzano - Marinella,132.0,3,Terna,300,11.1370879,43.8451526,11.1667885,43.8476154,2.86
41360306,Line_41360306,132.0,6,unknown,300,11.077415,43.8435034,11.0994077,43.8647722,3.01
41360307,Prato Autostrada - S. Giorgio,132.0,3,Terna,300,11.077415,43.8435034,11.0985065,43.8417628,2.28
41360309,San Cresci - San Giorgio,132.0,3,Terna,300,11.0985065,43.8417628,11.140021,43.8044542,6.0
41529085,Line_41529085,132.0,3,FS,300,11.3933814,46.9513436,11.4441443,46.8934578,11.5
41529088,Line_41529088,132.0,3,FS,300,11.4783819,46.9757614,11.3933341,46.9514446,8.43
41644397,Line_41644397,220.0,3,unknown,700,10.8813329,45.8837271,10.8818115,45.8836967,0.04
41820527,T. 23.861F,132.0,3,unknown,300,11.5317813,46.6048244,11.6682784,46.7165516,16.75
41873669,Line_41873669,132.0,3,unknown,300,11.5877273,46.5942051,11.6381894,46.5812862,4.49
41936332,Line_41936332,0.0,6,unknown,100,9.4500929,45.6490936,9.4476058,45.6369218,1.37
42231933,C.P. Sorisole - C.P. Curno,132.0,unknown,unknown,300,9.6190093,45.6842684,9.6297154,45.7302002,5.79
42551448,Pettino-Torrione,150.0,3,unknown,300,13.4088588,42.3595387,13.3607067,42.3638842,4.11
42552270,Line_42552270,150.0,6,unknown,300,12.8680279,42.4158856,12.8860187,42.4205454,2.08
42607822,Bolognano CP-Edison Bussi,150.0,3,unknown,300,13.8399816,42.2009366,13.947094,42.2260068,10.29
42837015,Line_42837015,20.0,3,unknown,100,11.7750187,46.8109659,11.8412663,46.8004774,5.44
43231216,Cogoleto-Arenzano RFI,132.0,3,unknown,300,8.6552434,44.4034443,8.6774974,44.402983,2.05
43586056,Line_43586056,132.0,unknown,unknown,300,11.0006058,45.8292875,11.0006747,45.8284099,0.1
43856893,Line_43856893,132.0,3,unknown,300,11.481627,46.9009489,11.2443784,46.8046292,23.17
44699281,Line_44699281,132.0,3,unknown,300,8.9521276,44.4098609,8.9164833,44.477147,10.05
45425203,T23-F13A,132.0,3,Terna,300,10.2538508,43.8699152,10.53885,43.6763769,36.54
45490201,Vaiano All. - Vaiano FS,132.0,3,RFI,300,11.1301881,43.9655664,11.1338456,43.9678907,0.39
45490202,Vaiano FS All. - Vaiano FS,132.0,3,RFI,300,11.1355325,43.9681819,11.1302124,43.9654201,0.54
47199651,Agliana - Poggio a Caiano,132.0,3,Terna,300,11.0491801,43.8521972,10.9988136,43.9016456,9.61
47199652,Tavola-Poggio a Caiano,132.0,3,unknown,300,11.0491801,43.8521972,11.0561522,43.8515769,0.75
48463184,Line_48463184,150.0,3,RFI,300,16.2465405,41.3110263,15.8916383,41.3145957,31.33
48463185,Barletta Nord-Trinitapoli,150.0,3,unknown,300,16.2319781,41.2830058,16.0555848,41.322734,15.51
48463187,Barletta Nord-Trani,150.0,3,unknown,300,16.2323392,41.2829843,16.3656091,41.2638546,11.67
48492704,Trani-Andria Nord,150.0,3,unknown,300,16.370352,41.2613972,16.2744029,41.2526615,8.37
48492705,Trani-Barletta,150.0,3,unknown,300,16.3664174,41.2645293,16.2909047,41.30097,8.5
48544598,Andria-Barletta,150.0,3,unknown,300,16.2907363,41.3009681,16.2289615,41.2137785,12.91
49423059,Grassobbio-Stezzano,132.0,3,unknown,300,9.7247067,45.6406323,9.7261677,45.6404776,0.11
50589183,Catania Zona Industriale-Smistamento ST,150.0,3,unknown,300,15.04714,37.4476451,15.0624414,37.4384167,1.72
50589196,Fontanarossa FS-Lentini FS,150.0,3,unknown,300,14.993879,37.3037632,15.0644586,37.4787274,25.65
50673576,Catania Zona Industriale-Lentini,150.0,3,Terna S.p.A.,300,15.0523004,37.3105179,15.0352374,37.4403652,15.99
50674343,ST M6 – Smistamento ST,150.0,3,unknown,300,15.0522486,37.4201201,15.0625878,37.4383292,2.58
50677922,Misterbianco-Zia Lisa,150.0,3,unknown,300,15.0581117,37.4791676,15.0152251,37.5097017,5.3
50847149,Pavia est-Pavia Torretta,132.0,3,unknown,300,9.1681578,45.2020626,9.2305713,45.1984995,5.27
51070279,Pofi-Mazzocchio-Sezze,150.0,3,e-distribuzione S.p.A.,300,13.0492477,41.4945232,13.4500977,41.5342524,37.81
51075528,Line_51075528,132.0,unknown,unknown,300,11.8480744,45.1071169,11.7865483,45.0862812,5.86
51257451,Ceregnano UT - Adria,132.0,3,unknown,300,12.060172,45.0692794,11.8612065,45.0440336,16.6
51564654,Copiano-Pavia Est,132.0,3,unknown,300,9.2306968,45.198574,9.3282807,45.1857518,7.78
52064986,Line_52064986,132.0,3,Italgen,300,9.7405869,45.7303144,9.592696,45.7319791,12.27
52577268,Molassana-Borgoratti,132.0,3,unknown,300,8.975798,44.4501122,8.9871193,44.4032902,6.97
53395570,Ciminna-Guadalami,150.0,3,unknown,300,13.5119082,37.8738377,13.2810355,37.9540228,22.81
53482806,Marsala-Mazara2,150.0,3,unknown,300,12.5927737,37.6907857,12.4557373,37.7939844,23.26
53630982,Castelvetrano-Mazara,150.0,3,unknown,300,12.8490584,37.6269,12.6828679,37.6537151,15.32
53632569,Line_53632569,220.0,3,unknown,700,12.8528918,37.6956823,12.8529808,37.696075,0.04
53635328,Line_53635328,220.0,3,unknown,700,12.8530629,37.6956603,12.8531371,37.6960536,0.04
53635329,Line_53635329,220.0,3,unknown,700,12.8536818,37.695581,12.8537672,37.6959714,0.04
53635330,Line_53635330,220.0,3,unknown,700,12.8540052,37.6955395,12.8540906,37.6959327,0.04
53635332,Partanna-Castelvetrano,150.0,3,unknown,300,12.8534707,37.6943767,12.8491988,37.6269091,8.05
53635333,Partanna-Mazara,150.0,3,unknown,300,12.8531074,37.6944154,12.6827167,37.6537547,20.02
53635335,Line_53635335,150.0,unknown,unknown,300,12.8527925,37.6947652,12.8527209,37.6944664,0.03
53636932,Partanna-Santa Ninfa,150.0,3,unknown,300,12.913927,37.7764531,12.8528486,37.6944512,12.74
53636935,Salemi-Santa Ninfa,150.0,3,unknown,300,12.8288529,37.8235227,12.9140242,37.7765387,9.72
53638814,Fulgatore-Ospedaletto,150.0,3,unknown,300,12.5703563,38.0061621,12.5877109,37.8766105,14.65
53638815,Fulgatore-Custonaci,150.0,3,unknown,300,12.6896078,37.9818021,12.5878453,37.8766642,18.26
55697661,Line_55697661,150.0,3,RFI,300,14.7669555,42.0661526,14.9890628,42.0028487,25.97
56027729,Line_56027729,380.0,3,unknown,1500,15.0004162,41.9359542,14.9629663,41.8201226,14.67
56984364,Line_56984364,220.0,6,unknown,700,12.8543385,37.6970504,13.0137694,37.6205449,16.44
56984399,Porto Empedocle-Agrigento 2,150.0,3,unknown,300,13.5221063,37.2904412,13.5604638,37.3112503,6.27
56984456,Favara 2-Agrigento 2,150.0,3,unknown,300,13.6437137,37.36891,13.5604133,37.311365,12.65
57010674,San Cono-Raffineria Gela,150.0,3,unknown,300,14.2714468,37.0612839,14.3754974,37.3045722,30.57
57380329,Chiaramonte Gulfi-Ragusa/1-2,150.0,6,unknown,300,14.6814958,36.8813531,14.6368697,37.0639841,21.36
57380331,Pozzallo-Modica,150.0,3,unknown,300,14.818685,36.7356747,14.7460226,36.8325029,12.6
57380333,Line_57380333,220.0,3,unknown,700,13.6444991,37.3674723,13.644911,37.367674,0.04
57384504,Ragusa-Polimeri Europa,220.0,3,unknown,700,14.6816696,36.88057,14.7289806,36.9031404,5.88
57384510,Line_57384510,380.0,unknown,unknown,1500,14.6430806,37.0793021,14.6431193,37.0798067,0.06
57400877,Melilli-Isab/2 - Melilli-Sio/2,150.0,6,Terna S.p.A.,300,15.1755862,37.1267632,15.1989696,37.1334763,2.73
57400878,Melilli-Ragusa/2,220.0,3,Terna S.p.A.,700,14.6818238,36.8805498,14.682134,36.8813336,0.09
57400879,Melilli-Smistamento Priolo Erg Nuce,150.0,3,Terna S.p.A.,300,15.2040649,37.1179869,15.1742856,37.1257532,3.79
57400897,Melilli-Siracusa Nord/2,150.0,3,Terna S.p.A.,300,15.2537279,37.0931969,15.1744435,37.1255275,9.21
57400898,Melilli-Ragusa/1,220.0,3,Terna S.p.A.,700,14.682134,36.8813336,14.6821343,36.8805091,0.09
57400904,Priolo-PC Isab,380.0,3,Terna S.p.A.,1500,15.1984287,37.1332039,15.1991209,37.1314435,0.23
57400906,Melilli-Isab/1 - Melilli-Sio/1,150.0,6,Terna S.p.A.,300,15.1755274,37.1263617,15.1986318,37.1334431,2.7
57403738,Prizzi smistamento-Ciminna,150.0,3,unknown,300,13.3958055,37.8004488,13.5113723,37.8730046,14.04
57403742,Ciminna-Cappuccini,150.0,3,unknown,300,13.3794092,38.0396376,13.3767797,38.0553441,1.87
57403743,Line_57403743,220.0,6,unknown,700,13.5138263,37.8703025,13.7315904,37.9661323,26.37
57403744,Ciminna-Cappuccini,150.0,3,unknown,300,13.4289658,37.9306813,13.4212361,37.9325513,0.75
57403745,Guadalami-Partinico,150.0,3,unknown,300,13.1346975,38.048662,13.2809902,37.9542738,21.44
57403761,Ciminna-Cappuccini,150.0,3,unknown,300,13.4198944,37.9931023,13.4155108,38.0033041,1.2
57403768,Ciminna-Cappuccini,150.0,3,unknown,300,13.391015,37.9526516,13.392241,37.9556677,0.38
57403772,Ciminna-Cappuccini,150.0,3,unknown,300,13.413231,38.0084815,13.4031328,38.0195101,1.53
57403773,Line_57403773,220.0,3,unknown,700,13.0567685,38.0043618,13.0567616,38.0039598,0.04
57736539,Line_57736539,220.0,3,unknown,700,13.7513262,37.9672414,13.7515389,37.966803,0.05
57736548,Line_57736548,220.0,3,unknown,700,13.0558079,38.0043708,13.0557837,38.0039603,0.05
57736551,Partinico-Partinico2,150.0,3,unknown,300,13.1346975,38.048662,13.0575727,38.0053039,12.64
57736554,Partinico-Alcamo,150.0,3,unknown,300,13.0431287,38.029456,13.0563369,38.0051431,2.98
57736555,Ciminna-Villafrati,150.0,3,e-distribuzione S.p.A.,300,13.4701368,37.94584,13.5120904,37.8739314,9.39
58360395,San Salvo-Termoli Sinarca,150.0,3,unknown,300,14.9282049,42.0008689,14.7481933,42.0316174,19.8
58484526,Piossasco-Rivoli,132.0,3,unknown,300,7.5055312,45.0806516,7.4411541,44.972096,15.49
58499480,Piossasco - Leinì,380.0,1,unknown,1500,7.4818239,45.1707088,7.4902539,45.1855573,1.78
58499488,Piossasco - Leinì,380.0,1,unknown,1500,7.4902539,45.1855573,7.4818239,45.1707088,1.78
58763756,Pino-Stura,132.0,3,unknown,300,7.8040064,45.0432564,7.7113375,45.1024512,10.32
58766347,Line_58766347,150.0,3,RFI,300,15.0017169,41.9620092,15.00108,41.961489,0.12
58858010,Elettrodotto Villanova Pineto,132.0,3,unknown,300,14.1285645,42.5072142,14.1327025,42.4021245,15.85
58931856,Line_58931856,380.0,3,unknown,1500,12.7508753,41.8908978,12.8649032,41.7584473,19.84
58933317,Line_58933317,380.0,6,unknown,1500,12.8694058,41.7608026,12.4485078,42.1784718,67.31
58934223,Line_58934223,380.0,3,unknown,1500,12.8694058,41.7608026,12.8659445,41.7581863,0.43
58972751,Udine Sud - Udine Rotonda con derivazione Romanello,132.0,3,unknown,300,13.2065729,46.0517888,13.263401,46.0137263,7.77
58992997,Salgareda - Planais,380.0,3,unknown,1500,13.234231,45.784528,13.2421285,45.7873254,0.7
59099545,Albertville - Rondissone,380.0,unknown,Terna S.p.A.,1500,7.4449154,45.5971801,7.4314734,45.6029057,1.22
59121610,Line_59121610,380.0,3,unknown,1500,12.4813325,44.9575426,12.4755159,44.9572326,0.46
59121614,Salgareda - Planais,380.0,3,unknown,1500,12.4884612,45.721575,13.2361713,45.8510729,60.43
59146629,Line_59146629,380.0,6,unknown,1500,12.1285392,45.04428,12.1415713,45.0486051,1.13
59218753,San Michele-Pontinia,150.0,3,unknown,300,12.9761678,41.4423062,13.1228459,41.3704629,15.27
59218765,Anzio-Latina Nucleare,150.0,3,unknown,300,12.6440293,41.4738585,12.8042915,41.4264251,15.26
59218772,Le Ferriere-Latina TLF,150.0,3,unknown,300,12.8900349,41.478807,12.7929981,41.5203488,9.43
59218779,Mazzocchio-Pontinia,150.0,3,unknown,300,13.122981,41.3705301,13.1690276,41.4149224,7.28
59218794,Latina Scalo-Corden Pharma,150.0,3,unknown,300,12.9699817,41.511098,12.9780447,41.5209632,1.76
59218795,Latina Scalo-Sezze,150.0,3,e-distribuzione S.p.A.,300,12.9702992,41.5110939,13.0492477,41.4945232,8.38
59218802,Latina Scalo-Corden Pharma,150.0,3,unknown,300,12.9701384,41.511096,12.978048,41.5210524,1.78
59218805,Latina Lido-Latina Tlf,150.0,3,unknown,300,12.8897958,41.478487,12.8711233,41.4435639,8.27
59218807,Latina Nucleare-Pontinia ZI,150.0,3,unknown,300,12.8040613,41.4268408,12.9904456,41.408563,17.49
59218809,Latina Nucleare-Latina Scalo,150.0,3,unknown,300,12.8042565,41.4265138,12.969823,41.5111001,23.76
59218817,Latina Nucleare-BS Solar-Latina Lido,150.0,3,unknown,300,12.8039777,41.4270101,12.8712583,41.4435121,7.67
59218819,Cisterna-Latina Nucleare-Latina Tlf,150.0,3,unknown,300,12.8040125,41.4269289,12.8899374,41.4786691,10.61
59218824,Latina-Aprilia 380,380.0,3,unknown,1500,12.8041386,41.4280442,12.6234785,41.557252,21.38
59219323,Line_59219323,380.0,3,unknown,1500,11.5991059,42.3720988,11.6008671,42.3721515,0.14
59219324,Line_59219324,380.0,3,unknown,1500,11.599161,42.3734456,11.6011131,42.3731106,0.16
59219325,Line_59219325,380.0,3,unknown,1500,11.5402462,42.359027,11.5403643,42.3600368,0.11
59219326,Line_59219326,380.0,3,unknown,1500,11.6015169,42.3732906,11.6022818,42.3732135,0.06
59219327,Line_59219327,380.0,6,unknown,1500,11.5403643,42.3600368,11.5991059,42.3720988,5.91
59219328,Line_59219328,380.0,3,unknown,1500,11.5383717,42.3597359,11.5381901,42.3612075,0.16
59219329,Line_59219329,380.0,3,unknown,1500,11.6014336,42.3728841,11.602175,42.3728093,0.06
59219330,Line_59219330,380.0,6,unknown,1500,11.5381901,42.3612075,11.599161,42.3734456,5.9
59219331,Line_59219331,380.0,3,unknown,1500,11.5374417,42.3600939,11.5381901,42.3612075,0.14
59219332,Suvereto - Montalto di Castro,380.0,6,unknown,1500,11.5994485,42.3739338,11.2673652,42.9138325,69.71
59219334,Line_59219334,380.0,3,unknown,1500,12.4455635,42.1768662,12.5233792,42.0515876,15.86
59219336,Line_59219336,380.0,6,unknown,1500,12.4424399,42.1786248,12.4485078,42.1784718,0.5
59219337,Line_59219337,380.0,3,unknown,1500,11.6016738,42.3740562,11.6024372,42.3739788,0.06
59219338,Line_59219338,380.0,3,unknown,1500,11.6015946,42.3736696,11.6023369,42.3735866,0.06
59219339,Settevene-Civita Castellana,150.0,3,unknown,300,12.3215777,42.1680262,12.391777,42.2870626,18.14
59219341,Line_59219341,380.0,3,unknown,1500,11.5994485,42.3739338,11.6011844,42.3735124,0.15
59219343,Line_59219343,380.0,3,unknown,1500,11.5994485,42.3739338,11.6012297,42.3739262,0.15
59219345,Line_59219345,380.0,3,unknown,1500,11.5991059,42.3720988,11.6009707,42.3723572,0.16
59219346,Line_59219346,380.0,3,unknown,1500,11.599161,42.3734456,11.6010225,42.3727447,0.17
59219347,Line_59219347,380.0,3,unknown,1500,11.539326,42.3594031,11.5403643,42.3600368,0.11
59232346,Line_59232346,380.0,3,unknown,1500,13.1390465,45.997052,13.2337435,45.7827784,26.1
59279360,Line_59279360,132.0,3,RFI,300,13.0480206,41.4932419,13.4268907,41.3392204,37.13
59314103,Line_59314103,132.0,3,unknown,300,13.209689,41.4007087,13.2005681,41.4310131,3.48
59366510,Camin-Dolo,380.0,3,unknown,1500,12.1136205,45.4003336,11.9477818,45.3589037,15.02
59366524,Line_59366524,380.0,6,unknown,1500,11.9477818,45.3589037,11.9473055,45.386956,3.42
59462713,Torviscosa - Planais,380.0,3,unknown,1500,13.287707,45.8166229,13.2345179,45.7837555,6.14
59476214,Udine N.E. - Redipuglia con derivazione Safau,220.0,3,unknown,700,13.3032988,46.0821865,13.2635929,46.0052883,10.24
59604856,Udine N.E. - Redipuglia con derivazione Safau,220.0,3,unknown,700,13.2517867,46.0043961,13.2635929,46.0052883,1.14
59620554,Line_59620554,220.0,3,unknown,700,11.1408035,46.6099228,11.1379783,46.6078164,0.32
59633183,Line_59633183,132.0,unknown,unknown,300,11.180804,44.2594308,11.1808361,44.2595618,0.01
59699277,Presenzano-Valmontone,380.0,3,unknown,1500,12.8647965,41.7572401,14.0879979,41.3809605,121.27
59837370,Bargi - Calenzano,380.0,3,unknown,1500,11.1838817,43.9122271,11.0518782,44.1220613,26.59
59837373,Vaiano FS All. - Ca' Landino FS,132.0,3,RFI,300,11.1792665,44.1317247,11.1570699,44.073893,7.18
60117712,Line_60117712,60.0,3,RFI,100,13.2571853,46.0541364,13.3210787,46.50927,70.88
60117713,Line_60117713,60.0,3,RFI,100,13.2572815,46.0540737,13.5004219,46.5001999,84.62
60202264,Line_60202264,132.0,3,unknown,300,13.3163494,46.4055677,13.0138371,46.396119,26.39
60232873,Termoli Sinarca-Termoli zona industriale,150.0,3,unknown,300,14.928453,42.0007757,15.0009204,41.9615107,10.78
60232874,Portocannone-Termoli Zona Industriale,150.0,3,unknown,300,15.0008248,41.9614521,15.0081734,41.9254373,7.79
60235684,Gissi-Larino,380.0,unknown,unknown,1500,14.9636445,41.8207571,14.963503,41.8200592,0.08
60235686,Larino-San Severo,380.0,unknown,unknown,1500,14.9644103,41.820659,14.9642731,41.819982,0.08
60257696,Line_60257696,132.0,3,unknown,300,13.502239,46.4995063,13.3163494,46.4055677,28.77
60259850,Line_60259850,132.0,6,unknown,300,13.502239,46.4995063,13.5523876,46.5019296,4.11
60262326,Line_60262326,132.0,3,unknown,300,13.5523876,46.5019296,13.5883252,46.4955498,2.95
60395622,Manzano - Cividale,132.0,3,unknown,300,13.3613988,45.9885363,13.3998968,46.0889656,12.85
60405879,Colonia Elena-Terracina,150.0,3,unknown,300,13.1108082,41.2570371,13.2414249,41.3026353,13.04
60405882,Colonia Elena-Pontinia ZI,150.0,3,unknown,300,13.1106776,41.2570756,12.990773,41.4083343,21.5
60406860,Cisterna-Velletri,150.0,3,unknown,300,12.7725164,41.6700573,12.8233097,41.5797369,11.26
60406864,Valmontone-Latina,380.0,3,unknown,1500,12.8648262,41.7576334,12.804374,41.4281123,38.8
60414220,Latina-Ceprano,380.0,3,unknown,1500,13.5337214,41.5341072,12.8045976,41.428196,73.37
60431631,Stradalta - Palmanova con derivazione Bipan,132.0,3,unknown,300,13.253067,45.907845,13.2623722,45.9282445,2.45
60494695,Garigliano-Latina,380.0,3,unknown,1500,12.8048324,41.4282614,13.8329775,41.2489022,101.51
60616351,Villanova-Gissi,380.0,3,unknown,1500,14.5650734,42.0531773,14.2304465,42.2532557,39.01
60687402,Planais - Palmanova con derivazione Meduna,132.0,3,unknown,300,13.2755513,45.8383726,13.293675,45.8980546,7.43
60693433,Monfalcone-Redipuglia,220.0,3,unknown,700,13.4722058,45.8512457,13.4730505,45.8512124,0.07
60693434,Line_60693434,132.0,6,unknown,300,13.4738475,45.8523457,13.5570021,45.8003587,11.99
60693439,Monfalcone Termoelettrica - Redipuglia,380.0,3,unknown,1500,13.5482883,45.797835,13.5507832,45.7981521,0.2
60725873,Monfalcone Termoelettrica - Lisert,132.0,3,unknown,300,13.556186,45.8003024,13.5557847,45.7995015,0.09
60913987,Bari ovest-Brindisi,380.0,3,unknown,1500,16.852688,41.0512164,17.9006247,40.6006809,114.0
60919167,Line_60919167,380.0,3,unknown,1500,17.9093136,40.5484335,17.9077909,40.548002,0.14
60919863,Line_60919863,380.0,3,unknown,1500,17.9077776,40.5484061,17.9093136,40.5484335,0.13
60919864,Line_60919864,380.0,3,unknown,1500,17.9018274,40.5953604,17.9016208,40.5995139,0.49
60919865,Line_60919865,380.0,6,unknown,1500,17.9093136,40.5484335,17.9018274,40.5953604,5.46
60919866,Line_60919866,380.0,3,unknown,1500,17.9018274,40.5953604,17.9014718,40.5996971,0.53
60930175,Line_60930175,60.0,unknown,unknown,100,13.3203636,46.5091423,13.3210787,46.50927,0.06
60960455,Planais - Redipuglia,380.0,3,unknown,1500,13.2343649,45.7841471,13.2421285,45.7873254,0.7
60965214,Line_60965214,380.0,3,unknown,1500,7.0262539,45.1595727,7.4396434,44.9713093,43.64
60965250,Stradalta - Palmanova con derivazione Bipan,132.0,3,unknown,300,13.3075985,45.8978562,13.3079129,45.8958465,0.22
60966615,Villa Rinaldi - Porcia,132.0,3,unknown,300,12.7076963,46.0295364,12.7086417,46.0283409,0.15
60966616,Planais - Palmanova con derivazione Meduna,132.0,3,unknown,300,13.2755513,45.8383726,13.2800878,45.838053,0.38
60966618,Villa Rinaldi - Porcia,132.0,3,unknown,300,12.7187824,45.9728836,12.6105658,45.9749978,8.38
60967961,Zoppola - Codroipo con derivazione Cart. Porton,132.0,3,unknown,300,12.8039936,45.9697385,12.8013382,45.9498553,2.43
60967964,Cordenons - Zoppola,132.0,3,unknown,300,12.750752,45.9718205,12.7187824,45.9728836,2.47
60967965,Line_60967965,132.0,6,unknown,300,12.750752,45.9718205,12.7509294,45.9706462,0.13
60967968,Zoppola - Codroipo con derivazione Cart. Porton,132.0,3,unknown,300,12.750752,45.9718205,12.8039936,45.9697385,4.12
60969377,Istrago - Meduna,132.0,3,unknown,300,13.2803922,45.8380457,12.8837069,46.110295,46.6
60972419,Line_60972419,132.0,3,unknown,300,13.3614891,45.9884447,13.4732099,45.8533166,21.12
60990070,Line_60990070,132.0,6,unknown,300,13.3741857,45.7434005,13.3798807,45.7365045,0.89
60990072,Line_60990072,132.0,6,unknown,300,13.4344886,45.7777559,13.5217947,45.7920823,7.06
60990073,Line_60990073,132.0,3,unknown,300,13.3810729,45.7349441,13.3798807,45.7365045,0.2
60990074,Line_60990074,132.0,3,unknown,300,13.5143851,45.7902791,13.5197515,45.7914921,0.8
60990075,Belvedere - Schiavetti,132.0,3,unknown,300,13.3798807,45.7365045,13.3812297,45.7349875,0.2
60990076,Belvedere - Schiavetti,132.0,3,unknown,300,13.3741857,45.7434005,13.4344886,45.7777559,6.11
60990077,Belvedere - Schiavetti,132.0,3,unknown,300,13.5217947,45.7920823,13.5240035,45.7917003,0.18
61011803,Planais - Belvedere,132.0,3,unknown,300,13.2326716,45.7843343,13.3741857,45.7434005,12.33
61011820,Ca' Poia - Planais,132.0,3,unknown,300,13.2332895,45.7855765,13.3075435,45.8206026,7.07
61012000,Garigliano-Ceprano,380.0,3,unknown,1500,13.5338945,41.534279,13.8326206,41.2491941,44.03
61012004,Ceprano-S.Giovanni,150.0,3,unknown,300,13.5365363,41.528523,13.5324257,41.5344865,0.82
61012008,Ceccano-Ceprano,150.0,3,unknown,300,13.5329501,41.5356434,13.3393754,41.5690331,18.44
61012009,Ceprano-Roccasecca,150.0,3,unknown,300,13.5338772,41.5349169,13.6732668,41.5252936,11.91
61012010,Ceprano-Fontecupa,150.0,3,unknown,300,13.533801,41.5350775,13.549186,41.6334177,11.89
61012680,Pofi-Mazzocchio-Sezze,150.0,3,FS,300,13.1691244,41.4151816,13.1754617,41.4943986,11.17
61012681,Mazzocchio-Sapa profili,150.0,3,unknown,300,13.1638467,41.4072433,13.1693724,41.4150415,1.12
61038769,Monfalcone Termoelettrica - Redipuglia,380.0,3,unknown,1500,13.5678063,45.8121086,13.4708102,45.8507559,10.17
61041584,Zaule - Triest Siot,132.0,3,unknown,300,13.831608,45.6137722,13.8301356,45.6147715,0.16
61041585,Padriciano - Wartsila,132.0,3,unknown,300,13.8310556,45.6628636,13.846565,45.6186417,6.53
61041587,Line_61041587,132.0,6,unknown,300,13.846565,45.6186417,13.8535265,45.6154321,0.65
61104623,Udine Ovest - Udine Rotonda,132.0,6,unknown,300,13.199737,46.0560273,13.2067054,46.0518392,0.72
61375108,Pineto-Montesilvano-Villanova,132.0,3,unknown,300,14.1321014,42.4038238,14.0549747,42.6096088,28.51
61375276,Line_61375276,380.0,3,unknown,1500,11.6018777,42.3750508,11.6026185,42.3749726,0.06
61462687,Redipuglia - AMG Gorizia,132.0,3,unknown,300,13.5900053,45.9176881,13.5891741,45.9181096,0.08
61462691,Udine Ovest - Cordignano,380.0,3,unknown,1500,12.4631422,45.9228733,13.1296424,46.0436669,57.68
61462693,Line_61462693,132.0,6,unknown,300,13.5891741,45.9181096,13.5774348,45.9215052,0.98
61463167,Buja - Ferriere Nord,220.0,3,unknown,700,13.0774414,46.2291372,13.1100271,46.2390058,3.15
