id,name,type,source,carrier,capacity_mw,output_raw,operator,lat,lon
25941989,Centrale Termoelettrica di Sesto San Giovanni,plant,gas,CCGT,106.0,106 MW,Edison,45.54168449999995,9.250787900000022
33740537,generator_33740537,generator,hydro,hydro,,,unknown,45.615886399999866,9.559220100000005
37681343,plant_37681343,plant,unknown,other,,,ENEL,45.600845200000045,9.886839499999988
39251146,Italgen,generator,hydro,hydro,4.01,4010 kW,Italgen - Italcementi Group,45.602169300000064,9.885886600000003
44674383,generator_44674383,generator,hydro,hydro,,yes,unknown,45.899866300000376,9.659764399999993
44860949,Centrale di Paisco,plant,hydro,hydro,7.0,7 MW,unknown,46.07373189999996,10.28235479999997
48964555,Centrale elettrica Ludovico il Moro,generator,hydro,hydro,6.52,6520 kW,Enel,45.33875550000001,8.869417600000022
51601405,Centrale termoelettrica di Turbigo,plant,gas,CCGT,1280.0,1280 MW,Iren,45.52018139999996,8.746731299999992
51662594,Centrale di Tornavento,plant,hydro,hydro,7.0,7 MW,Enel,45.582784499999974,8.706217899999995
61973987,Troggia,generator,hydro,hydro,0.33,0.33 MW,ENEL,45.98748279999995,9.462195400000025
64201172,Centrale Enel di Edolo,plant,hydro,hydro,1000.0,1000 MW,Enel Produzione S.p.A.,46.17637780000017,10.353141299999967
64296901,generator_64296901,generator,hydro,hydro,,,unknown,45.79053809999986,9.64062270000004
65497855,generator_65497855,generator,hydro,hydro,,,unknown,45.59510499999975,10.441719199999934
67400512,Centrale di Cassano d'Adda,plant,gas,CCGT,848.0,848 MW,A2A,45.51311440000004,9.50848090000001
70273334,Centrale di Campagnola,generator,hydro,hydro,,,unknown,45.25428459999994,10.015712699999993
70474688,Centrale Idroelettrica della Rezza,plant,hydro,hydro,,yes,unknown,45.31652739999991,9.891595200000028
72475433,Centrale termoelettrica di Alzano Lombardo,generator,fossil,other,,,ENEL,45.73103700000033,9.740281900000024
73306228,generator_73306228,generator,solar,solar,,yes,unknown,45.46766389999995,8.903397199999974
75604825,Roncovalgrande,plant,hydro,hydro,,yes,Enel Green Power,46.06955739999992,8.733993599999993
78593183,generator_78593183,generator,solar,solar,1.0,1 MW,unknown,45.554949799999946,9.286403599999959
81015834,generator_81015834,generator,solar,solar,0.793,793 kW,unknown,45.474540200000064,8.878354100000031
98900646,generator_98900646,generator,gas,CCGT,390.0,390 MW,unknown,45.09957689999989,8.866807299999987
98900648,generator_98900648,generator,gas,CCGT,390.0,390 MW,unknown,45.10074079999989,8.867479499999988
98900651,generator_98900651,generator,gas,CCGT,250.0,250 MW,unknown,45.09851889999989,8.866185499999988
103227830,Termovalorizzatore di Como,plant,waste,waste,6.0,6 MW,Acinque Ambiente S.r.l.,45.77410599999998,9.071146700000003
103513766,Centrale Novel,plant,unknown,other,,,Novel,45.457370199999836,8.650690700000025
104051787,generator_104051787,generator,solar,solar,,yes,unknown,45.561397800000016,9.3243382
104052422,generator_104052422,generator,solar,solar,,yes,unknown,45.561455200000026,9.323738700000002
110298685,generator_110298685,generator,hydro,hydro,1.9,1.9 MW,Italgen,46.032320600000034,9.64840059999998
110906120,generator_110906120,generator,hydro,hydro,,yes,unknown,45.626848299999885,8.68178620000002
116918904,"Centrale termoelettrica ""Edoardo Amaldi""",plant,gas,CCGT,1476.0,1476 MW,Enel,45.09023970000014,9.482541700000068
117015784,Edison,plant,gas,CCGT,,,unknown,45.05159070000003,9.503982300000008
121102178,generator_121102178,generator,hydro,hydro,,yes,unknown,45.951222700000415,9.713514199999937
121151090,Centrale Guglielmo Castelli,plant,hydro,hydro,,yes,unknown,45.53215889999979,8.729097499999956
124283387,Centrale elettrica,generator,hydro,hydro,,yes,unknown,45.453809200000464,8.792205300000006
128198971,Centrale Taccani,plant,hydro,hydro,10.5,10.5 MW,Enel Green Power,45.61280889999992,9.521779299999983
129736793,Centrale Elettrica Angelo Bertini,generator,hydro,hydro,11.0,11 MW,unknown,45.66502640000026,9.484754500000006
132062933,Centrale idroelettrica Rodolfo Taccani,generator,hydro,hydro,10.5,10.5 MW,unknown,45.61333370000083,9.521599999999895
134111401,Centrale Idroeletrica Paladina,plant,hydro,hydro,,,unknown,45.72835340000009,9.60272010000001
134757354,Centrale di Rango,plant,hydro,hydro,0.02,20 kW,unknown,45.669737000000225,10.497387800000034
135908752,Centrale Nord,plant,gas,CCGT,,yes,A2A Calore e Servizi S.p.A.,45.56243319999996,10.229664099999994
137363958,Ex SS11,generator,hydro,hydro,0.271,271 kW,unknown,45.436694300000354,8.753056600000075
139380040,Centrale Termica A,plant,gas,CCGT,,yes,unknown,45.359658400000285,9.165895499999996
140187354,generator_140187354,generator,solar,solar,0.003,3 kW,unknown,45.552310399999925,9.287706399999955
140187359,generator_140187359,generator,solar,solar,,,unknown,45.564158000000326,9.327442700000038
140187360,generator_140187360,generator,solar,solar,0.0057599999999999995,5.76 kW,unknown,45.54842640000034,9.282529000000036
140187362,generator_140187362,generator,solar,solar,0.003,3 kW,unknown,45.54854060000034,9.283333200000037
142535890,Centrale teleriscaldamento Lamarmora,plant,coal;gas,other,75.0,75 MW,A2A Calore e Servizi S.p.A.,45.51781989999999,10.211294999999986
143258301,Centrale Idroelettrica Mallero,plant,hydro,hydro,,yes,Enel,46.19208680000053,9.870044100000047
149312140,L.E.N.A.,generator,nuclear,nuclear,,,unknown,45.196640199999905,9.142925199999993
149943107,Centrale di San Giovanni Bianco,plant,hydro,hydro,,yes,unknown,45.88199810000029,9.653428099999992
154867707,generator_154867707,generator,solar,solar,,,unknown,45.53747219999998,9.207380400000014
155459298,Centrale di Pubino,generator,hydro,hydro,,yes,Edison,46.06276169999998,9.830797300000004
157165246,Centrale di Turbighetto,generator,hydro,hydro,,yes,unknown,45.52800550000005,8.721617199999969
157771672,Società Multiservizi Energia Cinisello Balsamo,generator,unknown,other,,yes,unknown,45.56947540000181,9.22409260000001
158178301,generator_158178301,generator,solar,solar,,yes,unknown,46.18322590000009,9.924183200000002
158845552,Centrale idroelettrica Treccione,generator,hydro,hydro,,yes,unknown,45.5205825,8.707705000000002
160148932,Centrale idroelettrica Pietro Rusca,plant,hydro,hydro,8.0,8 MW,unknown,45.53213840000002,9.529087099999952
160824920,Cravino Est,generator,solar,solar,,yes,unknown,45.20049550000027,9.13834739999996
161308889,generator_161308889,generator,solar,solar,,yes,unknown,45.55563399999998,9.346420699999973
161312728,Centrale idroelettrica di Tagliuno,plant,hydro,hydro,2.5,2.5 MW,Enel,45.63632060000001,9.909028999999967
162103808,"Centrali termoelettriche ""Emilia"" e ""Levante""",plant,gas,CCGT,855.0,855 MW,A2A,45.05798229999993,9.705800299999979
162960204,generator_162960204,generator,unknown,other,,,Edipower,45.0554453000004,9.709352899999981
163056519,Centrale di Belviso,generator,hydro,hydro,,yes,Edison,46.15229720000026,10.083646900000051
163789366,Centrale idroelettrica di Isola,plant,hydro,hydro,0.0126,12.6 kW,Eusebio Energia S.p.A.,45.92482650000008,10.304135400000012
166443075,Enel,generator,unknown,other,,,unknown,45.58466870000051,9.8545343
167782159,generator_167782159,generator,unknown,other,,,Enel,46.08237830000023,8.756907800000011
168393688,generator_168393688,generator,hydro,hydro,,,Italgen,45.9657668000021,9.64928289999992
168569814,generator_168569814,generator,solar,solar,,yes,unknown,45.52962870000056,9.420513300000108
168770760,Boffetto,generator,hydro,hydro,,,unknown,46.15881620000018,9.93857069999996
168770762,Centrale Idroelettrica Venina,plant,hydro,hydro,,yes,Edison,46.16138140000018,9.92311239999996
169087918,generator_169087918,generator,solar,solar,,,unknown,45.74218890000009,9.113596500000005
169328140,generator_169328140,generator,solar,solar,,yes,unknown,45.491560700000115,9.5515032
169980095,generator_169980095,generator,solar,solar,,yes,unknown,45.69561700000004,9.081346000000002
169980096,generator_169980096,generator,solar,solar,,yes,unknown,45.696269000000065,9.079472499999993
169980097,generator_169980097,generator,solar,solar,,yes,unknown,45.69614380000006,9.080666699999995
169981221,generator_169981221,generator,solar,solar,,yes,unknown,45.697387400000075,9.079244499999993
170478508,generator_170478508,generator,unknown,other,,,unknown,45.46362250000001,8.816581499999975
172001852,generator_172001852,generator,solar,solar,,,unknown,45.56462760000061,9.935793099999973
172208732,Carlo Boatti,generator,solar,solar,,,unknown,45.026339700000044,9.166249400000016
173619151,Gandellino,plant,hydro,hydro,4.0,"4,2 MW",Enel Green Power,45.993581200002055,9.946716699999973
176679636,generator_176679636,generator,solar,solar,0.006,6 kW,unknown,45.55695639999994,9.307817900000035
176679638,generator_176679638,generator,solar,solar,0.003,3 kW,unknown,45.548290799999926,9.281057500000031
176679645,generator_176679645,generator,solar,solar,0.003,3 kW,unknown,45.57236649999994,9.351234600000035
176686381,generator_176686381,generator,solar,solar,0.006,6 kW,unknown,45.54448360000016,9.310409500000027
176686382,generator_176686382,generator,solar,solar,0.006,6 kW,unknown,45.54336660000016,9.30652480000003
176686383,generator_176686383,generator,solar,solar,,,unknown,45.54328680000016,9.312271900000031
176686385,generator_176686385,generator,solar,solar,,,unknown,45.54048800000017,9.309836300000033
176686386,generator_176686386,generator,solar,solar,0.01,10 kW,unknown,45.54213180000016,9.308285800000032
176686388,generator_176686388,generator,solar,solar,0.08,80 kW,unknown,45.54213480000016,9.307969600000032
176686390,generator_176686390,generator,solar,solar,,,unknown,45.54456390000017,9.314221900000026
176686392,generator_176686392,generator,solar,solar,0.0076,7.6 kW,unknown,45.544053800000164,9.314099500000026
176686393,generator_176686393,generator,solar,solar,,,unknown,45.54258510000015,9.312555400000027
176686395,generator_176686395,generator,solar,solar,0.0015,1.5 kW,unknown,45.544577700000175,9.314222100000025
176686397,generator_176686397,generator,solar,solar,0.003,3 kW,unknown,45.54057440000016,9.309905600000032
176686398,generator_176686398,generator,solar,solar,0.006,6 kW,unknown,45.543600400000166,9.311282200000027
176686399,generator_176686399,generator,solar,solar,0.0024,2.4 kW,unknown,45.54326000000016,9.312242900000031
177134762,plant_177134762,plant,solar,solar,,yes,unknown,45.048443399999805,9.712024200000005
180570223,generator_180570223,generator,solar,solar,,yes,unknown,45.493132599999804,10.194023699999958
180570225,plant_180570225,plant,solar,solar,,yes,unknown,45.51405119999991,10.202294699999927
180761670,generator_180761670,generator,solar,solar,,yes,unknown,45.49845159999997,10.199140799999965
182238016,Tecnocity,plant,gas,CCGT,10.0,10 MW,Unareti,45.518340200000466,9.217376100000035
183018877,generator_183018877,generator,solar,solar,,yes,unknown,45.37816629999988,10.012922199999982
186237110,Centrale Idroelettrica di Crespi d'Adda,plant,hydro,hydro,0.858,858 kW,unknown,45.596908000000596,9.532572900000037
186544278,Ex Centrale Termoelettrica,generator,coal,coal,,,unknown,45.59552910000006,9.53564530000001
188793304,generator_188793304,generator,solar,solar,,,unknown,45.52397689999993,9.466330100000038
189731667,generator_189731667,generator,solar,solar,,,unknown,45.82515070000121,8.551813099999956
189731669,generator_189731669,generator,solar,solar,,,unknown,45.825114500001206,8.551254599999956
189731671,generator_189731671,generator,solar,solar,,,unknown,45.82494210000121,8.551337799999956
189732461,generator_189732461,generator,solar,solar,,,unknown,45.823131300001236,8.55484529999996
191747229,generator_191747229,generator,solar,solar,,yes,unknown,45.71669430000012,9.141081599999962
192123197,Centrale della Lanca,generator,hydro,hydro,,yes,unknown,45.960013700000374,8.509042599999933
194946538,generator_194946538,generator,unknown,other,,,unknown,45.96917420000011,8.557025199999956
194946745,generator_194946745,generator,hydro,hydro,,yes,unknown,45.97571540000012,8.56275449999995
195121534,plant_195121534,plant,hydro,hydro,,yes,unknown,45.84258700000028,9.668192900000008
196202130,plant_196202130,plant,solar,solar,,yes,unknown,45.65562890000041,8.980524500000051
199254105,generator_199254105,generator,solar,solar,,yes,unknown,45.69312100000006,9.200999499999988
199365858,Centrale idroelettrica Pietro Torriani,generator,hydro,hydro,,yes,unknown,46.089372000000026,8.69134610000004
200596466,generator_200596466,generator,gas,CCGT,,,Gruppo COGESER,45.49160950000033,9.330837099999991
201834799,plant_201834799,plant,solar,solar,,yes,unknown,45.014325099999986,10.084850999999828
201844215,plant_201844215,plant,solar,solar,,yes,unknown,45.0132619,10.054710800000011
202491356,Solar plan,generator,solar,solar,,,unknown,45.491295899999955,10.058900700000027
202851559,Centrale Solare Comunità Montana di Valle Sabbia,plant,solar,solar,,yes,unknown,45.567461200000075,10.415624200000005
203673099,generator_203673099,generator,solar,solar,0.018,18 kW,unknown,45.53131049999999,9.313011700000029
205589640,generator_205589640,generator,solar,solar,,yes,unknown,45.57441780000021,9.49558610000001
207889210,generator_207889210,generator,solar,solar,,yes,unknown,45.4211407000002,10.127134100000042
207893948,generator_207893948,generator,solar,solar,,yes,unknown,45.4192695000001,10.137979399999974
207893949,generator_207893949,generator,solar,solar,,yes,unknown,45.419413300000095,10.137987399999975
208100469,plant_208100469,plant,solar,solar,,yes,unknown,45.351980500000735,9.554101500000044
208293582,generator_208293582,generator,solar,solar,,yes,unknown,45.4251204000002,10.113947099999997
208906012,generator_208906012,generator,solar,solar,,yes,unknown,45.42196040000001,10.121689600000018
209412653,generator_209412653,generator,solar,solar,,yes,unknown,45.42328809999993,10.121963199999996
210296075,generator_210296075,generator,solar,solar,,yes,unknown,45.42188589999998,10.127670099999994
210589896,generator_210589896,generator,solar,solar,,yes,unknown,45.40990029999993,10.112019299999954
210589897,generator_210589897,generator,solar,solar,,yes,unknown,45.40942929999993,10.112060499999954
210589898,generator_210589898,generator,solar,solar,,yes,unknown,45.409679199999935,10.112100699999955
210589899,generator_210589899,generator,solar,solar,,yes,unknown,45.40954279999993,10.113235099999955
210589900,generator_210589900,generator,solar,solar,,yes,unknown,45.40995229999993,10.112026699999953
210589901,generator_210589901,generator,solar,solar,,yes,unknown,45.40927029999993,10.112878299999952
210589902,generator_210589902,generator,solar,solar,,yes,unknown,45.40964219999994,10.112091599999955
210589903,generator_210589903,generator,solar,solar,,yes,unknown,45.41011959999993,10.113242299999952
211244878,Centrale idroelettrica di Talamona,generator,unknown,other,,,Enel,46.14137380000011,9.643941999999992
215378938,Aviasco,plant,hydro,hydro,7.0,"7,6 MW",Enel Green Power,45.97556570000009,9.89648729999995
218868822,generator_218868822,generator,solar,solar,,yes,unknown,45.41699590000002,10.099405300000003
218868823,generator_218868823,generator,solar,solar,,yes,unknown,45.416998200000016,10.099343900000003
218868824,generator_218868824,generator,solar,solar,,yes,unknown,45.41697950000002,10.099497000000003
218904812,generator_218904812,generator,solar,solar,,yes,unknown,45.41828480000025,10.099611899999955
219119788,generator_219119788,generator,solar,solar,,yes,unknown,45.41922260000014,10.100093000000001
219429984,generator_219429984,generator,solar,solar,,yes,unknown,45.414244399999944,10.1016727
220340690,generator_220340690,generator,solar,solar,,yes,unknown,45.42248939999997,10.069625600000027
220340692,generator_220340692,generator,solar,solar,,yes,unknown,45.422578799999975,10.070965200000026
221099700,plant_221099700,plant,solar,solar,,yes,unknown,45.173424600000246,8.889551400000073
221099709,generator_221099709,generator,solar,solar,,,unknown,45.15583510000024,8.878648400000072
221099726,plant_221099726,plant,solar,solar,,yes,unknown,45.17541560000024,8.900867700000065
221847661,generator_221847661,generator,solar,solar,,yes,unknown,45.37937200000008,10.023393299999949
223016535,generator_223016535,generator,solar,solar,,yes,unknown,45.42155280000014,10.069583299999984
224009260,generator_224009260,generator,solar,solar,,yes,Systema Ambiente S.p.A.,45.548775400000416,9.48499590000001
224847669,generator_224847669,generator,solar,solar,,yes,unknown,45.41755089999996,10.068713000000024
225882922,enel,generator,unknown,other,,,unknown,45.341944999999996,9.645419200000001
225976572,Centrale Idroelettrica di Porto della Torre,generator,hydro,hydro,,yes,unknown,45.6770262,8.670116699999994
226005032,generator_226005032,generator,solar,solar,,yes,unknown,45.41681070000182,10.072520600000036
226069883,generator_226069883,generator,solar,solar,,yes,unknown,45.41494730000011,10.075470999999991
226268049,generator_226268049,generator,solar,solar,,yes,unknown,45.42065930000042,10.076692500000007
226738454,generator_226738454,generator,solar,solar,,yes,unknown,45.05814340000011,9.176399400000001
226742682,generator_226742682,generator,solar,solar,,yes,unknown,45.42084600000025,10.079894699999986
226887582,generator_226887582,generator,solar,solar,,yes,unknown,45.41715090000003,10.078461000000006
227220211,generator_227220211,generator,solar,solar,,yes,unknown,45.41829070000351,10.08050789999997
227220212,generator_227220212,generator,solar,solar,,yes,unknown,45.418288500003506,10.08069749999997
227220216,generator_227220216,generator,solar,solar,,yes,unknown,45.4182658000035,10.08035219999997
227220217,generator_227220217,generator,solar,solar,,yes,unknown,45.41819470000349,10.080610499999969
227650470,generator_227650470,generator,solar,solar,,yes,unknown,45.41960170000024,10.083481200000058
228804788,generator_228804788,generator,solar,solar,,yes,unknown,45.92847830000106,9.650076800000015
230558152,Centrale Idroelettrica Italgen di Vaprio d'Adda,plant,hydro,hydro,,,unknown,45.561747299999986,9.522198599999992
230753465,generator_230753465,generator,hydro,hydro,,yes,Italcementi,45.60441750000026,9.5278869
232267506,generator_232267506,generator,solar,solar,,yes,unknown,45.57275739999998,9.293645199999956
234798327,Centrale ENEL Lenna,plant,hydro,hydro,,yes,unknown,45.94013799999998,9.67104160000001
237588774,Termovalorizzatore TSN,plant,geothermal,geothermal,,,unknown,46.06155290000088,10.347114600000035
240149340,generator_240149340,generator,solar,solar,,yes,unknown,45.519100200000196,10.175851599999957
240924241,plant_240924241,plant,solar,solar,,yes,unknown,45.51403869999993,10.200964699999997
242491460,generator_242491460,generator,solar,solar,,yes,unknown,45.09099639999998,9.703225199999991
243836308,generator_243836308,generator,unknown,other,,,unknown,45.88456459999938,9.587885899999964
244185076,plant_244185076,plant,unknown,other,,,unknown,45.78314550000031,9.6417231000001
249199106,generator_249199106,generator,solar,solar,,,unknown,45.59198670000007,9.314517299999999
249199107,generator_249199107,generator,solar,solar,,,unknown,45.59205700000004,9.313695899999995
249199111,generator_249199111,generator,solar,solar,,,unknown,45.59195230000005,9.314918699999996
249199115,generator_249199115,generator,solar,solar,,,unknown,45.591999300000026,9.313282000000003
249199116,generator_249199116,generator,solar,solar,,,unknown,45.59183810000003,9.3157316
249199119,generator_249199119,generator,solar,solar,,,unknown,45.59202620000007,9.3134921
249199120,generator_249199120,generator,solar,solar,,,unknown,45.59181740000007,9.315934000000002
249199122,generator_249199122,generator,solar,solar,,,unknown,45.591966700000064,9.314722000000002
249199123,generator_249199123,generator,solar,solar,,,unknown,45.59203580000007,9.313904199999998
249199124,generator_249199124,generator,solar,solar,,,unknown,45.59189110000004,9.315115299999999
249199125,generator_249199125,generator,solar,solar,,,unknown,45.59200270000006,9.314318599999996
249199126,generator_249199126,generator,solar,solar,,,unknown,45.59187500000005,9.315325799999997
249199129,generator_249199129,generator,solar,solar,,,unknown,45.59202380000004,9.314106199999996
249199134,generator_249199134,generator,solar,solar,,,unknown,45.59185530000006,9.3155254
249785967,plant_249785967,plant,solar,solar,,yes,unknown,45.3858372000001,9.655475200000026
252598180,generator_252598180,generator,solar,solar,,yes,unknown,45.5582160000003,9.123759300000042
254435249,Centrale di Creva,plant,hydro,hydro,11.0,11 MW,unknown,45.99178230000002,8.757564900000013
254810977,Termovalorizzatore di Parona,plant,waste,waste,,yes,Lomellina Energia S.r.l.,45.28793519999997,8.78345409999996
254813644,plant_254813644,plant,biomass,biomass,,yes,unknown,45.29277050000004,8.745825399999958
254826710,plant_254826710,plant,biomass,biomass,,yes,unknown,45.171968699999944,8.644665899999977
256780510,Centrale idroelettrica,generator,hydro,hydro,,,unknown,45.718513000000094,9.595247399999959
263273922,Biolevano,plant,biofuel,other,20.0,20 MW,unknown,45.2228635000002,8.706320099999997
264204688,generator_264204688,generator,solar,solar,,,unknown,46.13602250000014,8.558860300000006
264262219,Centrale di Teleriscaldamento,generator,gas,CCGT,,,Acinque,45.800640900000005,8.849432099999987
266145073,generator_266145073,generator,solar,solar,,yes,unknown,45.425275200000215,10.121062899999938
266145074,generator_266145074,generator,solar,solar,,yes,unknown,45.425275200000215,10.121062899999938
266221691,plant_266221691,plant,unknown,other,,,Enel,46.07482949999989,8.751287499999966
268842201,plant_268842201,plant,solar,solar,,yes,unknown,45.059178300000134,8.810458800000061
275007720,generator_275007720,generator,solar,solar,,yes,unknown,45.56384519999999,9.476964699999995
277824377,generator_277824377,generator,solar,solar,,yes,unknown,45.69246399999991,8.892661299999977
277824378,generator_277824378,generator,solar,solar,,yes,unknown,45.7030570000004,8.926886799999998
277824379,generator_277824379,generator,solar,solar,,yes,unknown,45.7025123000004,8.925930399999999
286758268,plant_286758268,plant,hydro,hydro,,yes,unknown,45.931437600000336,9.338906999999987
291501730,Impianto di cogenerazione con rete di teleriscaldamento,plant,unknown,other,,,Gruppo COGESER,45.49168730000007,9.330777599999994
293532616,generator_293532616,generator,solar,solar,,,unknown,45.309414199999935,9.481101400000021
303547174,plant_303547174,plant,biomass,biomass,,,Engie Italia S.p.A.,45.8089656000004,10.354036999999973
303603049,Fotovoltaico,generator,solar,solar,,yes,unknown,45.541406999999836,9.890662799999953
303719856,Centrale idroelettrica C.I.O. Olengo,plant,hydro,hydro,,yes,unknown,45.40363950000004,8.671343799999999
304728005,plant_304728005,plant,solar,solar,,yes,unknown,45.11474960000123,9.682551599999982
305634686,generator_305634686,generator,biomass,biomass,,,unknown,45.24982920000012,9.27173309999998
306762967,plant_306762967,plant,solar,solar,,yes,unknown,45.22614179999998,9.392571499999997
308640376,Centrale elettrica Orobia,plant,unknown,other,,,unknown,45.86619350000015,9.413256100000009
308710171,generator_308710171,generator,solar,solar,,yes,unknown,45.1579125000013,9.432778399999988
310291404,generator_310291404,generator,solar,solar,0.15,150 kW,unknown,45.55392620000006,9.387916400000023
310291405,generator_310291405,generator,solar,solar,0.12,120 kW,unknown,45.55280200000006,9.389898500000022
310291408,generator_310291408,generator,solar,solar,0.009,9 kW,unknown,45.55116370000002,9.39387770000002
310291410,generator_310291410,generator,solar,solar,0.016,16 kW,unknown,45.554538300000054,9.39257710000003
310291411,generator_310291411,generator,solar,solar,0.032,32 kW,unknown,45.55339230000004,9.393378200000017
310291412,generator_310291412,generator,solar,solar,0.036,36 kW,unknown,45.55298840000004,9.391122300000019
310291415,generator_310291415,generator,solar,solar,0.003,3 kW,unknown,45.550145400000055,9.393330000000025
310291416,generator_310291416,generator,solar,solar,0.018,18 kW,unknown,45.55427010000006,9.391694400000029
310800215,generator_310800215,generator,solar,solar,,yes,unknown,45.13800830000007,9.358057700000009
310952588,generator_310952588,generator,biomass,biomass,,,unknown,45.043398299999836,10.102612299999986
310952599,generator_310952599,generator,biomass,biomass,,,unknown,45.043421199999834,10.103052099999985
310952612,generator_310952612,generator,biomass,biomass,,,unknown,45.04313939999982,10.103074299999983
310952708,plant_310952708,plant,biomass,biomass,,,unknown,45.055284699999795,10.185119699999989
311043734,generator_311043734,generator,solar,solar,,yes,unknown,45.15185870000009,9.282962700000025
313563667,generator_313563667,generator,solar,solar,,yes,unknown,45.10035150000034,9.517002199999983
315189129,generator_315189129,generator,solar,solar,,yes,unknown,45.28820020000012,9.048060799999988
315744752,generator_315744752,generator,solar,solar,,yes,unknown,45.266768900000244,9.038341000000015
316321802,generator_316321802,generator,solar,solar,,yes,unknown,45.15679640000011,9.686294200000011
316505615,generator_316505615,generator,solar,solar,,yes,unknown,45.081761900000195,9.297958099999985
316841173,Centrale idroelettrica,generator,hydro,hydro,,,unknown,46.049221000000074,9.419382499999946
320460853,generator_320460853,generator,solar,solar,,yes,unknown,45.02510560000001,8.971164899999996
320460854,generator_320460854,generator,solar,solar,,yes,unknown,45.02425619999995,8.972160299999999
320460855,generator_320460855,generator,solar,solar,,yes,unknown,45.0247264,8.969877199999994
320460856,generator_320460856,generator,solar,solar,,yes,unknown,45.02443939999996,8.971026199999997
320460857,generator_320460857,generator,solar,solar,,yes,unknown,45.024522199999986,8.972213099999992
320460858,generator_320460858,generator,solar,solar,,yes,unknown,45.025098600000014,8.969958099999996
320460859,generator_320460859,generator,solar,solar,,yes,unknown,45.02500650000002,8.971138399999996
320460860,generator_320460860,generator,solar,solar,,yes,unknown,45.024994800000016,8.969938299999995
320460861,generator_320460861,generator,solar,solar,,yes,unknown,45.02492590000001,8.972305599999993
320460862,generator_320460862,generator,solar,solar,,yes,unknown,45.024428899999954,8.969809499999997
320460863,generator_320460863,generator,solar,solar,,yes,unknown,45.0247054,8.971075699999995
320460864,generator_320460864,generator,solar,solar,,yes,unknown,45.02489440000001,8.969916799999993
320460865,generator_320460865,generator,solar,solar,,yes,unknown,45.02434139999995,8.971003099999999
320460866,generator_320460866,generator,solar,solar,,yes,unknown,45.0246296,8.969857399999997
320460867,generator_320460867,generator,solar,solar,,yes,unknown,45.024542099999984,8.971039399999995
320460868,generator_320460868,generator,solar,solar,,yes,unknown,45.02519430000001,8.969982899999996
320460869,generator_320460869,generator,solar,solar,,yes,unknown,45.024617899999996,8.972231299999997
320460870,generator_320460870,generator,solar,solar,,yes,unknown,45.024897900000006,8.971111999999993
320460871,generator_320460871,generator,solar,solar,,yes,unknown,45.024054299999946,8.972114099999997
320460872,generator_320460872,generator,solar,solar,,yes,unknown,45.0248209,8.972275899999994
320460873,generator_320460873,generator,solar,solar,,yes,unknown,45.02452919999998,8.969829399999995
320460874,generator_320460874,generator,solar,solar,,yes,unknown,45.02424339999994,8.970976699999998
320460875,generator_320460875,generator,solar,solar,,yes,unknown,45.0247206,8.972252699999995
320460876,generator_320460876,generator,solar,solar,,yes,unknown,45.0248058,8.971093899999994
320460877,generator_320460877,generator,solar,solar,,yes,unknown,45.02435999999995,8.972183399999999
320460878,generator_320460878,generator,solar,solar,,yes,unknown,45.024152399999934,8.972133899999998
320460879,generator_320460879,generator,solar,solar,,yes,unknown,45.02529620000001,8.970007699999995
320460889,plant_320460889,plant,solar,solar,,,unknown,45.0254218,8.969969199999994
325078799,plant_325078799,plant,solar,solar,,yes,Vipiemme S.p.A.,45.47134240000007,9.754401999999923
326891246,plant_326891246,plant,solar,solar,,yes,unknown,45.47996610000022,9.750883699999989
328920252,generator_328920252,generator,unknown,other,,,unknown,45.61673269999986,8.88280370000004
329713994,plant_329713994,plant,solar,solar,,yes,unknown,45.18682140000043,8.659095300000038
330410645,generator_330410645,generator,solar,solar,,yes,unknown,45.36145250000012,9.498127599999961
334368125,generator_334368125,generator,solar,solar,,yes,unknown,45.64975459999996,8.61594450000002
335663992,Centrale idroelettrica Bonomi,generator,hydro,hydro,,yes,ENEL Green Power,46.08600090000015,9.309999299999985
335828493,generator_335828493,generator,unknown,other,,,unknown,45.620150200000104,8.850565100000004
338396936,generator_338396936,generator,solar,solar,,yes,unknown,45.12767829999999,8.942770800000014
339508769,generator_339508769,generator,unknown,other,,,unknown,45.61708180000006,8.878956
340353961,generator_340353961,generator,solar,solar,,yes,unknown,46.128018000000026,9.376179199999996
343698759,plant_343698759,plant,solar,solar,,yes,unknown,45.3792668,9.528975799999992
343698760,plant_343698760,plant,solar,solar,,yes,unknown,45.3789566,9.529779699999992
350970518,Centrale Elettrica Carlo Esterle,plant,hydro,hydro,23.0,23 MW,Edison,45.653696900000774,9.48221069999996
355542647,generator_355542647,generator,solar,solar,,yes,unknown,45.49062590000005,9.372745500000006
355542653,generator_355542653,generator,solar,solar,,yes,unknown,45.49062540000005,9.372730000000006
356043034,Centrale Biogas,generator,http://www.cartografia.regione.lombardia.it/silvia,other,,,unknown,45.582951700000265,8.876770699999962
356539669,generator_356539669,generator,solar,solar,,yes,unknown,45.65518080000023,9.241768299999995
360474807,plant_360474807,plant,solar,solar,,yes,unknown,45.05153500000011,10.267955899999995
360474992,plant_360474992,plant,solar,solar,,yes,unknown,45.0589645000001,10.257674700000013
361288703,generator_361288703,generator,solar,solar,,yes,unknown,45.08008769999953,10.201554899999957
362649319,generator_362649319,generator,solar,solar,,yes,unknown,45.23631789999996,9.29396129999998
