id,name,voltage_kv,cables,operator,start_lat,start_lon,end_lat,end_lon,length_km,capacity_mw
72570476,Line_72570476,380,3,Terna S.p.A.,46.06705360000001,8.752797200000025,45.84086209999991,8.903778900000013,27.73,2000
72570479,Line_72570479,132,6,Unknown,45.81356640000045,8.902064900000042,45.81958,8.879259100000025,1.89,300
72570483,Line_72570483,380,3,Unknown,46.06790509999992,8.747646199999993,46.0673393,8.751139200000024,0.28,2000
72570487,Line_72570487,132,6,Unknown,45.81378829999997,8.901906100000025,45.811206899999995,8.871337100000023,2.39,300
72581637,Line_72581637,132,3,Unknown,45.502259099999996,8.962554199999982,45.51804669999994,9.028322800000026,5.42,300
72581647,Casorate Sempione-Mercallo,132,3,Unknown,45.67569990000011,8.750798999999986,45.67085120000011,8.693967899999986,4.45,300
72581671,Line_72581671,132,3,Unknown,45.51787979999993,9.02821560000003,45.46895179999994,9.054502600000001,5.81,300
72581673,Line_72581673,132,6,Unknown,45.540657299999936,8.825268700000024,45.53399939999995,8.831390900000027,0.88,300
72581681,Line_72581681,132,6,Unknown,45.69096949999993,8.664679500000029,45.73589099999995,8.667887500000026,5.0,300
72581692,Malpensa CP-Turbigo,132,3,Unknown,45.591100599999955,8.713682000000025,45.61784880000005,8.706709600000016,3.02,300
72581715,Rho CS-Lainate,132,3,Unknown,45.52426260000055,9.025870699999958,45.54389780000131,9.034916900000027,2.29,300
72581744,Line_72581744,380,3,Unknown,45.51811269999996,8.747125900000002,45.474011600000125,8.872957400000033,10.97,2000
72581755,Vizzola Ticino-Malpensa CP,132,3,Unknown,45.61802760000005,8.706675300000015,45.62936079999995,8.685134700000026,2.1,300
72581765,Lonate-UT Agusta,132,3,Unknown,45.60632220000028,8.764741200000026,45.6287819000003,8.746300600000021,2.88,300
72581769,Somma Lombardo-Vizzola Ticino,132,3,Unknown,45.62936079999995,8.685134700000026,45.67085120000011,8.693967899999986,4.66,300
72581780,Ospiate-Lainate,132,3,Unknown,45.54426169999993,9.03507770000003,45.53673889999994,9.07814390000003,3.46,300
72581803,Lonate-Busto Ovest,132,3,Unknown,45.61616799999995,8.815018300000025,45.59149799999999,8.80431930000003,2.87,300
72581818,Mercallo-Varano,132,3,Unknown,45.73709489999996,8.668078099999997,45.7678063,8.708190000000027,4.62,300
72581824,Barasso-Varese sud,132,3,Unknown,45.83343790000006,8.751773100000005,45.790111100000054,8.836789700000004,8.16,300
72596867,Line_72596867,132,3,Unknown,45.89722519999981,10.215108700000041,46.04491049999996,10.344514099999996,19.23,300
72596875,Cividate-Cedegolo,132,3,Unknown,46.065272899999876,10.350527600000035,45.93623179999989,10.272654499999964,15.56,300
72596877,Line_72596877,132,3,Unknown,45.80696170000015,10.030106599999966,45.69372509999986,9.852725099999992,18.65,300
72597158,Line_72597158,380,3,Unknown,46.05038940000012,10.351098299999983,46.04454190000012,10.347530799999983,0.71,2000
73141162,Novara Sud-Magenta,220,3,Unknown,45.47311369999998,8.87622130000001,45.42153500000003,8.600690900000002,22.25,800
73141163,Line_73141163,132,6,Unknown,45.4754148000002,8.896150799999925,45.423658800000105,8.944521299999998,6.88,300
73141165,Abbiategrasso-Magenta,132,3,Unknown,45.47388440000015,8.895506199999925,45.40727329999982,8.918991400000007,7.63,300
73480429,Depuratore Sant'Antonino-Tornavento,132,3,Unknown,45.591100599999955,8.713682000000025,45.578222500000166,8.75971349999998,3.86,300
73579700,Abbiategrasso-Vigevano est,132,3,Unknown,45.40308120000011,8.944104200000002,45.4068810999999,8.918627700000021,2.03,300
73702892,Magenta-Lomellina,132,6,Unknown,45.460731000000344,8.861785300000074,45.29304549999991,8.748419800000017,20.64,300
73723120,Baggio-Magenta,220,3,Unknown,45.47414879999998,8.87656650000001,45.46777739999985,9.057256399999979,14.11,800
73855560,Line_73855560,220,6,Unknown,45.52284090000016,8.765551699999975,45.519158099999935,8.774270600000024,0.79,800
74074099,Turbigo-Ospiate,380,3,Unknown,45.518407599999954,8.746543400000002,45.52931579999992,8.972767999999926,17.67,2000
74257675,Line_74257675,132,3,Terna,45.54117579999995,9.292392200000036,45.55305059999996,9.290221300000036,1.33,300
74257680,derivazione Dalmine,220,3,Unknown,45.63574539999989,9.598470699999982,45.63396469999966,9.59859670000002,0.2,800
74257683,Line_74257683,132,3,Unknown,45.5517757999999,9.291943200000032,45.5499978999999,9.288111100000036,0.36,300
74257694,Line_74257694,132,3,Unknown,45.553017999999874,9.290332200000034,45.55267579999986,9.290108800000032,0.04,300
74257702,Line_74257702,380,3,Terna,45.56015959999983,9.311098600000003,45.33410409999994,9.43841739999997,27.03,2000
74257724,Line_74257724,132,6,Unknown,45.55437339999988,9.30853480000003,45.57401279999987,9.397740600000034,7.28,300
74257735,Line_74257735,220,3,Unknown,45.562923499999805,9.322837300000002,45.558278099999804,9.317941100000004,0.64,800
74257748,Line_74257748,380,3,Unknown,45.55722109999981,9.291380199999999,45.55441199999996,9.291353900000033,0.31,2000
74257761,Line_74257761,135,3,Unknown,45.54102669999997,9.299246200000036,45.57024189999981,9.331105400000002,4.09,300
74257770,Brugherio-SNAM Cinisello,132,3,Terna,45.55327109999987,9.28943190000003,45.55541219999984,9.253647300000043,2.8,300
74257775,Line_74257775,220,3,Unknown,45.55591259999988,9.289258900000032,45.554745499999925,9.290372400000033,0.16,800
74257779,Line_74257779,220,3,Unknown,45.562923499999805,9.322837300000002,45.558278099999804,9.317941100000004,0.64,800
74257787,Brugherio-Verderio,380,6,Terna,45.56015959999983,9.311098600000003,45.55722109999981,9.291380199999999,1.57,2000
74257788,Line_74257788,132,6,Terna,45.53994960000011,9.397875999999966,45.55267579999986,9.290108800000032,8.51,300
74257804,Brugherio-Verderio,220,3,Terna,45.55722109999981,9.291380199999999,45.55628390000014,9.288501399999976,0.25,800
74257806,Line_74257806,132,3,Unknown,45.54106029999987,9.292401000000035,45.46928649999986,9.322246500000041,8.31,300
74257811,Line_74257811,220,6,Unknown,45.558278099999804,9.317941100000004,45.522969000000046,9.255883299999985,6.23,800
74257816,Line_74257816,132,3,Unknown,45.55292009999992,9.290602800000036,45.5517757999999,9.291943200000032,0.16,300
74257817,Lambrate-Brugherio,220,3,Terna,45.55581650000007,9.288222899999969,45.47783119999998,9.263115899999983,8.89,800
74356617,Line_74356617,132,6,Unknown,45.62342720000002,9.08160980000002,45.623443099999996,9.06398010000002,1.37,300
74497185,Line_74497185,220,6,Unknown,45.56255049999992,9.001908500000024,45.623443099999996,9.06398010000002,8.32,800
74501291,Line_74501291,132,6,Unknown,45.62885039999988,9.115945200000011,45.635480499999936,9.10529950000001,1.11,300
74502588,Line_74502588,132,3,Terna S.p.A.,45.61475889999997,9.155499699999995,45.62700659999987,9.11873200000001,3.17,300
74508429,Line_74508429,132,3,Terna S.p.A.,45.6146215999999,9.1562057,45.61042989999988,9.168883500000067,1.09,300
74518009,Ceriano Laghetto-Solaro,132,3,Unknown,45.63651140000002,9.107162699999959,45.605377100000005,9.093821899999954,3.61,300
74662531,Line_74662531,132,3,Unknown,45.61084469999982,9.169788800000042,45.610463900000006,9.169877799999954,0.04,300
74662548,Bovisio-Baggio,380,3,Unknown,45.54314219999984,9.057288599999985,45.54614499999983,9.062242900000044,0.51,2000
74662879,Line_74662879,132,3,Unknown,45.61097770000002,9.169198799999958,45.610655299999834,9.169251700000046,0.04,300
74662885,Line_74662885,380,3,Unknown,45.613299199999915,9.172336899999994,45.613156499999825,9.171262600000041,0.09,2000
74662918,Line_74662918,132,3,Unknown,45.61113190000002,9.170560999999957,45.610823599999826,9.170636600000043,0.03,300
74662961,Line_74662961,380,3,Unknown,45.612366399999914,9.172586999999995,45.61222309999983,9.171499200000044,0.09,2000
74663054,Line_74663054,380,3,Unknown,45.61225949999989,9.170324799999998,45.61343060000004,9.171387299999955,0.15,2000
74663059,Bovisio-Verderio,380,3,Terna S.p.A.,45.61384050000004,9.172773899999953,45.65683420000008,9.451001400000008,22.15,2000
74694371,Ospiate-Arese cd Solaro,132,3,Unknown,45.570829800000176,9.056506199999994,45.605268100000174,9.093866399999994,4.81,300
74726421,Bovisio-Cislago,380,3,Terna S.p.A.,45.652593300000014,8.984803199999986,45.61387230000004,9.171260199999955,15.12,2000
75078266,Line_75078266,132,6,Unknown,45.53297289999999,8.835366500000028,45.532439700000374,8.838011900000044,0.21,300
75078267,Line_75078267,132,6,Unknown,45.53399939999995,8.831390900000027,45.53297289999999,8.835366500000028,0.33,300
75096914,Line_75096914,132,6,Unknown,45.531002299999834,8.777741900000015,45.56801799999989,8.836759699999984,6.17,300
75127848,Line_75127848,132,3,Unknown,45.519658600000064,8.7467669,45.52025790000005,8.748153100000007,0.13,300
75127852,Turbigo-Legnano,132,3,Unknown,45.51976670000005,8.746671200000007,45.52037450000007,8.747928199999997,0.12,300
75127864,Castano Primo-Turbigo,132,3,Unknown,45.51988330000005,8.746568000000003,45.52037450000007,8.747928199999997,0.12,300
75128000,Line_75128000,132,3,Unknown,45.51954350000005,8.746868800000003,45.52025790000005,8.748153100000007,0.13,300
75324530,Line_75324530,132,6,Unknown,45.52037450000007,8.747928199999997,45.531002299999834,8.777741900000015,2.61,300
75602402,Gorlago - Pian Camuno,380,3,Terna S.p.A.,45.84099600000028,10.09991640000002,45.830741899999985,10.11918859999999,1.88,2000
75602420,Line_75602420,132,6,Unknown,45.716256400000226,10.222250099999986,45.829734699999946,10.11942649999998,14.93,300
75604821,Line_75604821,380,3,Unknown,46.07016719999994,8.734425099999989,46.069977099999925,8.733893599999993,0.05,2000
75604822,Line_75604822,380,3,Unknown,46.069396499999925,8.734112699999992,46.069250799999935,8.735046999999993,0.07,2000
75604826,Line_75604826,380,3,Unknown,46.07023709999993,8.733742799999991,46.07016719999994,8.734425099999989,0.05,2000
75722107,Line_75722107,132,3,Unknown,45.72891110000005,9.741408300000007,45.7893629999999,9.643624999999984,10.14,300
75722116,Line_75722116,132,3,Unknown,45.72880130000003,9.741402000000004,45.76165930000009,9.818169099999952,6.99,300
75722120,Line_75722120,132,3,Unknown,45.72834140000003,9.741379000000006,45.69246460000058,9.725485699999965,4.18,300
75763076,Line_75763076,132,3,Unknown,45.52025790000005,8.748153100000007,45.540657299999936,8.825268700000024,6.42,300
75869526,Line_75869526,132,3,Unknown,45.601324899999966,10.210276599999915,45.617620700000195,10.116176399999956,7.54,300
75869528,Nave-Sarezzo-Iseo,132,3,Unknown,45.579104300000154,10.262462199999959,45.57893260000014,10.259470100000007,0.23,300
75876191,Line_75876191,132,3,Unknown,45.47878230000063,10.357004900000021,45.456387800000414,10.52032240000003,12.98,300
75883467,Castano Primo-Turbigo,132,3,Unknown,45.539661500000236,8.768527799999951,45.54137940000024,8.76604699999995,0.27,300
75883473,Castano Primo-Accam,132,3,Unknown,45.539661500000236,8.768527799999951,45.54142760000024,8.766199699999952,0.27,300
75947447,Line_75947447,132,3,Unknown,45.593716099999796,9.4690096,45.59024710000001,9.437530599999997,2.48,300
75947453,Line_75947453,132,3,Unknown,45.50570289999999,9.321962999999997,45.52875749999986,9.299514000000041,3.1,300
75947463,Line_75947463,132,3,Unknown,45.57744759999997,9.599674899999965,45.57755050000001,9.600426499999967,0.06,300
75947470,Cassano-Verderio,380,3,Unknown,45.51026650000004,9.505882800000007,45.65541639999999,9.452304299999993,16.67,2000
75947480,Line_75947480,132,3,Unknown,45.59024710000001,9.437530599999997,45.56832270000029,9.38241399999999,4.93,300
75947506,Line_75947506,380,6,Unknown,45.47801989999985,9.521379899999994,45.57413910000004,9.603607100000003,12.46,2000
75947507,Line_75947507,132,3,Unknown,45.56812760000029,9.382135299999987,45.53996840000011,9.398020899999965,3.37,300
75947555,Line_75947555,132,3,Unknown,45.60291209999985,9.485507399999996,45.603021199999795,9.485967600000007,0.04,300
75947559,Line_75947559,132,3,Unknown,45.57945309999996,9.599231799999997,45.57788389999984,9.599684900000002,0.18,300
75947578,Line_75947578,132,3,Unknown,45.5767176999998,9.599486999999996,45.51922510000034,9.574255900000027,6.69,300
75947585,Line_75947585,380,3,Unknown,45.578959299999816,9.60098879999999,45.57675039999997,9.601621199999993,0.25,2000
75947592,Cassano-Brescia Ricevitrice Ovest,220,3,Unknown,45.51041680000043,9.509959999999992,45.508215099999894,10.18340449999998,52.48,800
75947603,Line_75947603,220,6,Unknown,45.5098499999999,9.508416599999983,45.433291500000244,9.186681300000043,26.49,800
75947610,Caleppio-CS Sio,132,3,Unknown,45.48350409999994,9.333780799999984,45.4422600999998,9.372559800000007,5.49,300
75947613,Line_75947613,132,3,Unknown,45.57797129999995,9.599122199999996,45.531268300000285,9.5947714,5.2,300
75947622,Line_75947622,132,3,Unknown,45.51586550000111,9.577120999999991,45.611690299999715,9.60707189999999,10.91,300
75947638,Line_75947638,220,6,Terna,45.4913574999999,9.342628400000033,45.510295199999895,9.508305599999982,13.08,800
75947642,Line_75947642,132,3,Unknown,45.57859509999999,9.599348899999967,45.57870080000001,9.600096599999967,0.06,300
75947645,Line_75947645,132,3,Unknown,45.578205099999984,9.599461499999967,45.57831170000001,9.600215299999967,0.06,300
75947647,Line_75947647,380,3,Unknown,45.57891529999997,9.600694599999994,45.57671169999983,9.601318499999998,0.25,2000
76076401,Line_76076401,220,6,Unknown,45.51596889999999,8.777851700000026,45.474106899999974,8.87620300000001,8.97,800
76076412,Line_76076412,220,3,Unknown,45.52428290000007,8.764817599999999,45.52284090000016,8.765551699999975,0.17,800
76076413,Line_76076413,220,6,Unknown,45.519158099999935,8.774270600000024,45.51596889999999,8.777851700000026,0.45,800
76076426,Line_76076426,132,6,Unknown,45.531002299999834,8.777741900000015,45.539661500000236,8.768527799999951,1.2,300
77012233,Busto Sud-Lonate,132,3,Unknown,45.59149799999999,8.80431930000003,45.58486469999999,8.833410600000013,2.38,300
77012236,Busto Sud-Castellanza,132,3,Unknown,45.58081659999999,8.83448280000003,45.6174403999999,8.890386500000043,5.96,300
77200837,Line_77200837,132,6,Unknown,45.540657299999936,8.825268700000024,45.55814860000001,8.896921800000069,5.91,300
77200840,Line_77200840,132,6,Unknown,45.559696299999985,8.890833500000026,45.568556100000016,8.870067000000065,1.89,300
77200842,Line_77200842,132,3,Unknown,45.55814860000001,8.896921800000069,45.55900250000001,8.891250500000073,0.45,300
77200844,Line_77200844,132,3,Unknown,45.544353099999896,8.963287100000018,45.54499150000007,8.96423040000001,0.1,300
77200846,Line_77200846,132,3,Unknown,45.559696299999985,8.890833500000026,45.5594395,8.891038200000068,0.03,300
77200850,Busto Garolfo-Legnano,132,3,Unknown,45.568556100000016,8.870067000000065,45.584737100000126,8.911256100000054,3.68,300
77200854,Turbigo-Legnano,132,3,Unknown,45.56801799999989,8.836759699999984,45.578835100000006,8.894007100000067,4.62,300
77200856,Line_77200856,132,3,Unknown,45.559696299999985,8.890833500000026,45.559400800000006,8.890902100000073,0.03,300
77465882,Bovisio-Paderno,132,3,Terna,45.57250880000011,9.171377599999982,45.60850530000001,9.170306899999954,4.0,300
77910639,Line_77910639,132,3,Unknown,45.544260999999885,8.963179900000016,45.49461129999995,8.946575900000028,5.67,300
77910646,Line_77910646,132,6,Unknown,45.54499150000007,8.96423040000001,45.59869490000002,8.971942499999988,6.0,300
78060301,Line_78060301,132,6,Unknown,45.65115809999997,8.980682700000035,45.62022929999999,9.017551299999996,4.48,300
78060311,Line_78060311,132,3,Unknown,45.6517955000004,8.982768400000051,45.65076549999997,8.978772300000035,0.33,300
78253172,Line_78253172,132,6,Unknown,45.60525669999999,8.763783599999961,45.6045576,8.748891299999961,1.16,300
78253185,Line_78253185,132,6,Unknown,45.6054465,8.76454209999996,45.59149799999999,8.80431930000003,3.46,300
79879301,Line_79879301,132,3,Unknown,45.61712459999997,9.325860000000024,45.61396789999997,9.332929500000024,0.65,300
79879315,Brugherio – Sesto,220,3,Terna,45.522442700000035,9.230149299999962,45.55546699999988,9.288013300000031,5.81,800
80214921,Line_80214921,132,3,Unknown,45.52703749999987,9.29959250000004,45.52703849999986,9.299426000000041,0.01,300
80214927,Line_80214927,132,3,Unknown,45.466221899999866,9.30441370000004,45.4663923999999,9.30192300000003,0.2,300
80214934,Line_80214934,220,6,Unknown,45.513469699999966,9.502093299999993,45.541963599999995,9.25448720000004,19.55,800
80214938,Line_80214938,132,3,Unknown,45.459337099999864,9.322787300000044,45.46928649999986,9.322246500000041,1.11,300
80214945,Line_80214945,132,3,Unknown,45.42973139999985,9.294311100000039,45.423322299999896,9.286524800000034,0.94,300
80214947,Line_80214947,132,6,Unknown,45.46928649999986,9.322246500000041,45.466221899999866,9.30441370000004,1.43,300
80214949,Line_80214949,132,3,Unknown,45.466221899999866,9.30441370000004,45.4663923999999,9.30192300000003,0.2,300
80214956,Line_80214956,132,3,Unknown,45.42998169999985,9.295125600000041,45.45920689999989,9.322793800000031,3.9,300
80509962,Bulciago - Soazza,380,3,Unknown,45.74228940000003,9.328034500000012,46.31355129999988,9.313391500000014,63.53,2000
81016871,Olgiate Olona-Sir CS,132,3,Unknown,45.63266560000008,8.860181099999979,45.646742900000035,8.891288799999991,2.88,300
81016880,Foroni CS-Gorla,132,3,Unknown,45.65539400000011,8.896484600000043,45.64677190000017,8.930500899999998,2.81,300
81135879,Line_81135879,132,3,Unknown,45.483585499999954,9.334417899999982,45.48358179999995,9.333740899999981,0.05,300
81135910,Line_81135910,132,3,Unknown,45.48344009999993,9.333324199999984,45.48592149999994,9.331673899999982,0.3,300
82425966,Line_82425966,132,3,Unknown,45.57757199999979,9.599773199999996,45.57749959999997,9.599244199999994,0.04,300
82425981,Line_82425981,132,3,Unknown,45.57689930000023,9.599424999999941,45.531950599999966,9.49266870000004,9.7,300
82711992,Biella Est - Turbigo,220,6,Unknown,45.49220439999996,8.62716449999995,45.51799849999995,8.745065300000036,9.63,800
83432349,Line_83432349,132,3,Unknown,45.605447199999816,9.329126200000003,45.58763970000031,9.355220199999993,2.84,300
83432354,Line_83432354,132,3,Unknown,45.57666510000031,9.313729599999997,45.5603080999999,9.30936260000004,1.85,300
83432408,Line_83432408,132,3,Unknown,45.58760930000032,9.355366999999989,45.57417980000028,9.363536299999993,1.62,300
83432448,Line_83432448,132,3,Unknown,45.605447199999816,9.329126200000003,45.542023600000014,9.255687499999969,9.08,300
83432462,Line_83432462,132,3,Unknown,45.57333190000031,9.36836839999999,45.56828370000031,9.382251799999993,1.22,300
84005829,Line_84005829,132,3,Unknown,45.37438499999996,9.331261700000065,45.41421889999983,9.285050199999999,5.71,300
84005833,Line_84005833,132,3,Unknown,45.42107860000039,9.224764299999977,45.433463899999964,9.2530093000001,2.6,300
84005836,Line_84005836,132,6,Unknown,45.5517757999999,9.291943200000032,45.55437339999988,9.30853480000003,1.32,300
84017491,Line_84017491,132,3,Unknown,45.532439700000374,8.838011900000044,45.53281630000038,8.837690500000043,0.05,300
84017494,Line_84017494,132,3,Unknown,45.532439700000374,8.838011900000044,45.53274000000037,8.837536400000044,0.05,300
84624401,Venina-Cassano CS,220,4,Unknown,45.513469699999966,9.502093299999993,46.160457299999976,9.923098200000036,78.99,800
86379247,Line_86379247,132,3,Unknown,45.80930599999997,9.867118800000016,45.757938899999964,9.911835000000012,6.68,300
90279825,Line_90279825,220,6,Unknown,45.669451100000344,8.586256199999985,45.68944960000034,8.617313899999985,3.28,800
90947207,Cameri-Galliate,132,3,Unknown,45.52408090000003,8.657372700000009,45.47409559999987,8.704084300000023,6.64,300
90947213,Borgoticino-Mercallo,132,3,Unknown,45.69202119999997,8.61068550000002,45.68944960000034,8.617313899999985,0.59,300
91784423,Ospiate-Vulcano CDS,132,3,Terna,45.55259560000005,9.257814899999984,45.538036500000395,9.093796300000017,12.88,300
91784424,Bollate-Brusuglio,132,3,Terna,45.54397239999981,9.153283899999938,45.53919289999993,9.170695200000003,1.46,300
93411460,Line_93411460,132,6,Unknown,45.6356530000001,9.827617000000046,45.63609310000009,9.847448800000045,1.54,300
94525430,Lambrate-Brugherio,220,3,Terna,45.48764090000002,9.275253399999997,45.55558109999992,9.288080500000037,7.62,800
95201646,Line_95201646,132,6,Unknown,45.55814860000001,8.896921800000069,45.586851099999826,8.95023729999999,5.24,300
96248411,Nave-San Fiorano,380,3,Unknown,45.737757700000124,10.308012300000009,45.91344399999982,10.352798500000027,19.84,2000
96774649,Line_96774649,132,3,Unknown,45.61101900000002,9.169593799999957,45.61070739999983,9.169675400000044,0.04,300
96774651,Line_96774651,132,3,Unknown,45.61100070000013,9.169466599999978,45.61069119999983,9.169543200000044,0.03,300
96774653,Line_96774653,132,3,Unknown,45.61107730000002,9.168884999999959,45.61062219999984,9.168982500000041,0.05,300
96774654,Line_96774654,132,3,Unknown,45.61104369999983,9.171406600000045,45.61071569999982,9.16874000000004,0.21,300
96774657,Line_96774657,380,3,Unknown,45.61305079999984,9.17211410000004,45.613135000000035,9.172885099999952,0.06,2000
