time,CALA,CNOR,CSUD,NORD,SARD,SICI,SUD
2013-10-23 22:00:00,1249.0313948000048,3810.7390962369573,5059.770491036962,16285.14181627777,1177.430868983444,2593.530157355424,3349.313485419121
2013-10-23 23:00:00,1179.0147418882823,3597.1214099648864,4776.1361518531685,15372.2495327727,1111.4279095507375,2448.145260226624,3161.5618237895974
2013-10-24 00:00:00,1129.4622952704235,3445.939104678553,4575.401399948976,14726.174002665968,1064.7160490447304,2345.252918841771,3028.6855178907535
2013-10-24 01:00:00,1113.3785398976677,3396.868284146387,4510.246824044054,14516.470517009717,1049.5542923876103,2311.8560764754116,2985.5564668593506
2013-10-24 02:00:00,1113.3785398976677,3396.868284146387,4510.246824044054,14516.470517009717,1049.5542923876103,2311.8560764754116,2985.5564668593506
2013-10-24 03:00:00,1115.8482889246936,3404.4033783116447,4520.251667236338,14548.67163967419,1051.8824634449343,2316.984345155733,2992.179169664306
2013-10-24 04:00:00,1167.4571573957699,3561.859734984546,4729.316892380315,15221.559243242935,1100.5328617488785,2424.146708987394,3130.56982970458
2013-10-24 05:00:00,1264.6310909393483,3858.333073630241,5122.964164569589,16488.534032820677,1192.1363150256277,2625.9218830969903,3391.1445177418195
2013-10-24 06:00:00,1367.5545791088775,4172.348047090141,5539.902626199019,17830.47276073804,1289.1597306249291,2839.6356228630193,3667.1368013046967
2013-10-24 07:00:00,1463.7013231274298,4465.687476293241,5929.388799420671,19084.054830839803,1379.794877852609,3039.277906621287,3924.9570511888405
2013-10-24 08:00:00,1509.3387374787085,4604.925192689818,6114.263930168526,19679.08532241348,1422.8161346933048,3134.040945337955,4047.3350858505496
2013-10-24 09:00:00,1512.4250725945055,4614.3414635208155,6126.76653611532,19719.325628031547,1425.7255461400434,3140.44951379496,4055.6111819253933
2013-10-24 10:00:00,1512.4250725945055,4614.3414635208155,6126.76653611532,19719.325628031547,1425.7255461400434,3140.44951379496,4055.6111819253933
2013-10-24 11:00:00,1510.0697205447448,4607.155389432692,6117.225109977437,19688.616037930526,1423.505214271479,3135.5587827871764,4049.2952378938694
2013-10-24 12:00:00,1511.0769927389072,4610.228531986857,6121.3055247257635,19701.749070933394,1424.454744747505,3137.650316133017,4051.9962671533754
2013-10-24 13:00:00,1508.13790968462,4601.261520630145,6109.399430314765,19663.428669582274,1421.6841441612976,3131.547506733669,4044.1150317020697
2013-10-24 14:00:00,1505.71684746637,4593.874967747714,6099.591815214084,19631.862336074264,1419.4018689491895,3126.5203329556466,4037.6228839703294
2013-10-24 15:00:00,1503.7082612539436,4587.746860768401,6091.455122022345,19605.673954056198,1417.508424621552,3122.3496380177426,4032.236802470766
