osm_id,name,voltage_kv,cables,circuits,operator,length_km,lon_start,lat_start,lon_end,lat_end
210139934,,0.0,,,,1.43,8.99919890000002,45.83488950000005,8.9941471,45.84532230000016
210267002,,200.0,,,Terna S.p.A.,1.36,10.975783500000018,45.74580370000024,10.987780600000018,45.74799880000023
210267003,,120.0,,,,0.96,11.008977699999951,45.75596439999988,11.001401099999953,45.7517283999999
210349709,,380.0,3,,,0.19,9.146196300000003,39.29738160000003,9.147789500000004,39.29805110000003
210349711,,150.0,3,,,0.21,9.147305400000004,39.296835200000025,9.149052800000003,39.29756770000003
210350566,Sestu-Villasor 2,150.0,3,,,17.89,8.938169799999972,39.38873970000003,9.044933599999998,39.32896660000003
210350567,,0.0,,,,0.02,9.044933599999998,39.32896660000003,9.045046699999999,39.328859200000025
210351124,,150.0,,,,0.02,8.5112933,39.29911870000002,8.5111284,39.299083000000024
210351126,Monteponi-Iglesias 1,150.0,3,,,0.39,8.511161200000005,39.29900820000001,8.509211899999999,39.296471700000026
210351127,Monteponi-Iglesias 1,150.0,3,,,0.36,8.511328100000005,39.29904450000001,8.509506599999998,39.29671860000002
210351128,,150.0,,,,0.05,8.509686399999998,39.296602900000025,8.5093296,39.29633740000003
210352182,,220.0,,,,0.03,8.865506899999998,39.88733950000003,8.865332699999998,39.88710420000003
210352185,,220.0,3,,,0.07,8.857980500000053,40.01073989999995,8.857486499999998,40.01041480000002
210352186,,0.0,,,,0.1,8.866027299999997,39.887143400000035,8.866062099999999,39.886261000000026
210352187,,0.0,3,,,10.59,8.501046899999922,39.5188674000006,8.4876868,39.44443340000002
210352335,,150.0,3,,,0.01,9.143944700000002,40.128264099999996,9.143923000000001,40.128170299999994
210352336,,220.0,3,,,0.57,9.145459700000002,40.1288071,9.140445099999999,40.12771599999999
210352337,,220.0,3,,,0.58,9.145530200000001,40.1285302,9.140414999999999,40.12733049999999
210352338,Ottana-Taloro 1,220.0,3,,,25.55,9.13991769999998,40.127340700000154,8.999661699999965,40.24373660000023
210352339,,220.0,3,,,0.58,9.145496000000001,40.1286647,9.1404231,40.12746429999999
210352340,Nuoro 2,150.0,3,,,0.05,9.271227200000013,40.29377230000014,9.270905000000013,40.29367720000015
210352343,Taloro-Ovodda,150.0,3,,,0.39,9.143923000000001,40.128170299999994,9.1410045,40.126594999999995
210352346,,150.0,,,,0.06,9.140863399999999,40.1260948,9.140851599999998,40.12556710000001
210353516,Taloro 2-Taloro 3,150.0,6,,,5.95,8.997628300000025,40.13470270000011,9.0491088,40.14279730000004
210353522,,0.0,,,,0.09,9.050667500000001,40.142127000000045,9.049934900000002,40.141783700000055
210354086,,0.0,,,,0.04,8.580794499999998,40.71399970000006,8.580479599999999,40.71391760000006
210354124,,0.0,,,,0.11,8.520711099999998,40.73161480000005,8.520511800000005,40.73063490000001
210354595,,0.0,,,,0.07,9.369133099999996,41.16837150000009,9.369737000000002,41.16839970000008
210354600,Arzachena 2-Palau,150.0,3,,,14.36,9.369737000000002,41.16839970000008,9.4022476,41.065190700000095
210354870,Olbia 2-San Teodoro,150.0,3,,,26.92,9.47531380000001,40.882685800000004,9.649324899999995,40.79450720000005
210354872,,150.0,3,,,0.05,9.482025299999991,40.95171650000004,9.481962999999986,40.95142580000008
210356211,Siniscola 2-Cementi,150.0,3,,,0.9,9.67212610000003,40.552857900000134,9.674708699999986,40.547226700000124
210356212,,0.0,,,,0.02,9.736278599999997,40.58501070000013,9.736384699999997,40.58484150000014
210356213,Siniscola 2-Buddusò,150.0,3,,,46.27,9.288497100000003,40.57091160000012,9.674428499999985,40.54711710000012
210356215,Siniscola 2,150.0,3,,,0.04,9.674392499999986,40.54710300000012,9.674708699999986,40.547226700000124
210357454,Ozieri-Buddusò,150.0,3,,,32.57,9.012348400000024,40.598284900000124,9.2884612,40.570851000000125
210357465,,150.0,3,,,0.05,9.288320900000004,40.57100870000012,9.288112000000002,40.57061050000012
210358831,Chilivani-Ozieri,150.0,3,,,15.55,8.90863119999997,40.61735890000013,9.011975600000023,40.59834990000012
210358833,,150.0,3,,,0.07,9.011832400000023,40.59813990000012,9.012487800000024,40.598022300000125
210360690,,0.0,,,,0.05,8.90816539999997,40.617358200000126,8.908549999999972,40.617223800000126
210361483,Tula-Coghinas,150.0,3,,,7.2,9.026762600000017,40.79252740000006,8.968175699999954,40.7676622000001
210361484,,0.0,,,,0.01,9.026778800000017,40.79262680000006,9.026762600000017,40.79252740000006
210361485,,150.0,3,,,0.02,9.484213399999993,40.39606260000031,9.484372499999994,40.39592250000031
210361589,,0.0,,,,0.11,9.304951499999992,40.32721320000085,9.304482799999995,40.32631450000033
210361809,,0.0,,,,0.03,9.188536799999998,39.72185370000033,9.188334499999998,39.721631400000334
210361918,,0.0,,,,0.07,9.129976599999997,39.778246400000334,9.130505499999996,39.77797140000034
210363066,,150.0,3,,,0.02,9.251577200000012,39.55587770000001,9.251564799999999,39.55607700000032
210363067,,150.0,3,,,0.2,9.250910999999991,39.55513600000004,9.251737699999998,39.55607940000033
210363455,,150.0,3,,,0.06,9.564947699999998,39.3588914000001,9.565444600000001,39.3586107
210363456,Villasimius-Muravera,150.0,3,,,26.41,9.565444600000001,39.3586107,9.504318799999997,39.16102129999997
210364860,,150.0,3,,,0.01,9.504234099999955,39.16105619999998,9.504160499999955,39.16095399999998
210364861,Quartucciu-Villasimius,150.0,3,,,39.41,9.19375270000006,39.2605503999996,9.504243699999996,39.160910799999975
210553490,"Castelbello-Mezzocorona cd Bolzano, San Floriano",132.0,3,,,26.61,10.915787900000014,46.622805000000064,11.134843399999955,46.65949390000019
210553491,,220.0,3,,,0.62,11.000998399999993,46.64342239999966,11.004548700000013,46.639143700000055
210553492,,220.0,6,2,,1.08,11.000998399999993,46.64342239999966,10.995261000000001,46.65019060000015
210554484,,132.0,3,,,0.1,7.063989100000012,44.58637450000003,7.064907599999932,44.58621130000024
210555485,,132.0,3,,,0.28,7.194982900000056,44.57474870000218,7.19297420000002,44.57354630000003
210555487,,132.0,3,,,0.26,7.195106300000056,44.57472190000218,7.193889400000018,44.57269630000003
210559366,,220.0,3,,,0.6,10.356566800000014,46.48723130000005,10.351800800000014,46.48644630000005
210562470,Grosotto-Grosio,220.0,3,,,0.9,10.2653157,46.286331200000006,10.2676987,46.29286240000001
210562471,,0.0,3,,,1.19,10.351806900000001,46.4860098,10.348613900000002,46.4757556
210564481,San Pancrazio-Lana,220.0,3,,TERNA,11.13,11.140803500000017,46.60992280000077,11.056213300000003,46.56515639999999
210564483,,220.0,3,,TERNA,0.1,11.145353300000004,46.61201789999999,11.144815799999991,46.61131850000019
210564484,,220.0,6,2,Edyna,15.95,11.13621429999999,46.608623500000206,11.000998399999993,46.64342239999966
210564485,,220.0,6,2,,22.93,11.137978299999986,46.607816400000175,11.280797099999985,46.476944500000194
210564980,,0.0,,,,15.43,10.954286800000002,46.52789239999997,10.827946300000004,46.48394059999999
210565695,T. 22.236 - 23.007,220.0,6,2,,5.69,11.34035689999999,46.477024299999925,11.293911600000014,46.47985539999982
210566650,Taio-Cedegolo,220.0,3,,Terna S.p.A.,53.74,10.606000100000013,46.25925969999998,11.063735800000053,46.3248181999999
210584598,,132.0,3,,Terna S.p.A.,11.19,11.572317699999976,46.64530409999997,11.649453599999983,46.70120150000036
210588198,,220.0,3,,,3.26,11.11207179999998,46.131499800000086,11.128959799999986,46.154706100000055
210588207,T. 22.279,220.0,3,,,0.53,11.299175400000028,46.48135879999987,11.29442080000003,46.48179849999987
210588209,,220.0,3,,,1.3,11.097581399999983,46.127487800000104,11.109053699999976,46.12987689999989
210604514,,220.0,6,,,3.5,11.717068500000034,45.70732520000041,11.741185200000018,45.72751280000036
210604515,Vellai - Soverzene;Scorzè - Soverzene,220.0,6,,e-distribuzione S.p.A.,4.58,12.295892300000027,46.20032910000004,12.273469100000026,46.16637770000004
210604516,Cordignano - Sandrigo,380.0,3,,,107.62,11.573405499999982,45.672868700000016,12.46272129999997,45.92326810000026
210604517,Somplago - Pordenone,220.0,3,,,65.26,13.072588000000007,46.3361011999999,12.711471800000078,45.89403179999993
210604518,Scorzè - Soverzene,220.0,3,,e-distribuzione S.p.A.,75.28,12.273469100000026,46.16637770000004,12.112087599999962,45.55850450000002
210604519,,220.0,3,,,0.37,10.989794300000057,46.0673768999998,10.986474200000004,46.06755060000014
210604521,Vellai - Soverzene,220.0,3,,,0.75,12.302524400000015,46.20137080000024,12.295892300000027,46.20032910000004
210604524,,220.0,6,2,,0.25,11.487145500000015,45.57026830000022,11.486006400000015,45.56828920000022
210604525,,220.0,3,,,0.77,11.485228500000016,45.567336100000226,11.479900500000017,45.56343340000023
210604526,,220.0,6,,,5.09,11.479900500000017,45.56343340000023,11.450544299999951,45.52861550000001
210604527,,220.0,3,,,0.37,10.989794300000057,46.0673768999998,10.986480599999988,46.06744710000026
210604529,Sandrigo - Cartigliano,220.0,6,,,15.65,11.584482599999943,45.63992380000005,11.709798999999942,45.70387569999994
210604530,,132.0,3,,,0.32,11.485228500000016,45.567336100000226,11.483576400000016,45.564969000000225
210604531,Somplago-Pordenone,220.0,3,,,0.41,13.067395199999986,46.34304070000022,13.070879700000004,46.3420645999999
210604532,Vellai - Soverzene,220.0,3,,,41.78,12.273469100000026,46.16637770000004,11.934476600000021,46.03201690000007
210608738,Buia - Somplago,220.0,3,,,13.26,13.073406199999992,46.34494869999992,13.11477629999999,46.24244749999991
210608739,,220.0,3,,,0.19,13.582319900000005,45.81130099999992,13.580731799999953,45.81198660000003
210608740,Padriciano-Redipuglia,220.0,3,,,0.46,13.57867019999995,45.81317650000003,13.582319900000005,45.81130099999992
210608741,,0.0,,,,0.04,13.303351799999987,46.08276929999994,13.302968599999987,46.082776399999936
210608742,Monfalcone-Redipuglia,220.0,3,,,0.26,13.57867019999995,45.81317650000003,13.580731799999953,45.81198660000003
210608743,Udine N.E. - Redipuglia con derivazione Safau,220.0,3,,,4.5,13.263592900000035,46.00528830000007,13.292621700000037,45.97896300000007
210613547,Demonte-Fedio-San Giacomo,132.0,,,,7.57,7.266705399999959,44.32943500000001,7.200916599999959,44.34581780000005
210613548,,132.0,,,,0.11,7.27149799999998,44.314509800000195,7.271856499999964,44.31544030000001
210616099,,220.0,3,,,0.05,12.11153599999998,45.55743820000024,12.11197909999998,45.55759870000024
210616100,,220.0,6,2,,0.41,12.111177599999984,45.553728100000214,12.11153599999998,45.55743820000024
210619792,Conegliano - Oderzo; Salgareda - Oderzo,220.0,6,,,7.24,12.432157099999971,45.797077600000016,12.495641999999972,45.810139600000014
210619793,,220.0,3,,,0.07,12.495641999999972,45.810139600000014,12.496261499999973,45.80991010000001
210619794,Salgareda - Oderzo,220.0,3,,,10.67,12.432157099999971,45.797077600000016,12.48732510000001,45.71982459999982
210620903,Polpet-Nove Basso,132.0,3,,Terna,19.37,12.302718799999996,46.03573580000029,12.284083700000005,46.17957870000021
210621702,Fadalto - Soverzene,220.0,3,,e-distribuzione S.p.A.,15.71,12.330454599999978,46.06937349999999,12.302751999999975,46.200477299999996
210623618,,380.0,3,,,0.11,11.300028900000006,45.37986889999989,11.299238700000005,45.380407199999894
210623620,Dugale-Vicenza Monteviale,220.0,3,,,1.92,11.309842000000014,45.39385609999989,11.300898900000073,45.38051550000015
210625430,Colà-Tavazzano est,220.0,3,,,151.91,10.756415899999974,45.46735439999999,9.42312010000003,45.334205100000304
210625448,Sandrà-Colà,220.0,3,,,2.54,10.756599599999973,45.46730829999999,10.772578499999973,45.451825899999996
210628486,Cavour-Nestlè-Moretta,132.0,,,,0.02,7.530720200000018,44.756541600000176,7.530506799999965,44.75656419999996
210628489,Cavour-Nestlè-Moretta,132.0,3,,,0.76,7.525756399999965,44.753005899999955,7.530498599999965,44.756471099999956
210631188,Ala-Bussolengo,220.0,3,,Terna S.p.A.,24.68,10.98994290000004,45.756631700000014,10.876319300000016,45.57319120000028
210631190,Ala-Colà,220.0,3,,Terna,44.7,10.756686799999956,45.46789810000006,10.989815500000015,45.756703200000224
210636468,,132.0,,,,6.91,11.002474300000008,45.82325060000014,10.998605300000007,45.77069090000001
210636469,,120.0,,,,2.38,11.018853299999988,45.77846260000031,11.029823299999975,45.79688140000031
210639714,,0.0,,,,3.6,10.907509300000022,45.952105499999995,10.929274600000022,45.96977210000001
210639715,,220.0,6,,,3.98,10.847672600000022,45.923804499999996,10.874761600000022,45.9003862
210639716,,220.0,3,,,0.34,10.846033700000023,45.924642999999996,10.843021500000022,45.9241761
210639718,Taio-Sandrà,220.0,3,,,0.67,10.886455200000023,45.8827244,10.884476000000024,45.8770457
210639721,,220.0,3,,,0.2,10.846033700000023,45.924642999999996,10.847672600000022,45.923804499999996
210639722,,220.0,3,,,0.54,10.847672600000022,45.923804499999996,10.843021500000022,45.9241761
210639723,Sandrà-Torbole,220.0,3,,,1.06,10.884476000000024,45.8770457,10.881565100000023,45.882245399999995
210639724,,220.0,3,,,0.05,10.881132699999995,45.8824097,10.881588400000023,45.8823819
210650198,,132.0,3,,,1.95,11.309842000000014,45.39385609999989,11.298803500000005,45.3830559999999
210650562,Entracque-Magliano 1,380.0,1,,,1.11,7.431248300000012,44.254423999999936,7.423188799999998,44.24862430000019
210650650,,220.0,6,,,3.94,11.414129000000036,45.48489139999988,11.437770800000008,45.511241000000126
210650651,,132.0,3,,,0.31,11.437770800000008,45.511241000000126,11.438848299999954,45.51344350000002
210650652,,220.0,3,,,0.33,11.437770800000008,45.511241000000126,11.439509600000008,45.513626100000124
210650653,,132.0,3,,,0.08,11.439509600000008,45.513626100000124,11.439002499999948,45.51348490000006
210650655,,132.0,6,2,,0.58,11.483576400000016,45.564969000000225,11.488713300000017,45.565834200000225
210650656,,220.0,6,,,15.89,11.414129000000036,45.48489139999988,11.309842000000014,45.39385609999989
210754894,,132.0,,,,39.76,11.99234809999999,45.34998120000011,11.807749700000002,45.04443560000002
210815388,,0.0,,,,1.58,7.422359700000019,44.29063739999989,7.411399899999977,44.28169450000011
210819188,Entracque-Magliano 1,380.0,1,,,1.1,7.431248300000012,44.254423999999936,7.423188799999998,44.24862430000019
210932801,,0.0,3,,,1.46,9.113245199999993,45.56855930000003,9.100850000000005,45.56499379999995
211035250,Nave-San Fiorano,380.0,3,,,5.47,10.302113800000022,45.72814489999983,10.303333700000026,45.67892809999982
211035251,Nave-San Fiorano,380.0,3,,,7.62,10.290648299999953,45.64123309999985,10.265630499999958,45.5785748000002
211035252,,380.0,3,,,0.25,10.342618299999996,46.17070440000006,10.343646299999996,46.17261809999995
211035253,,380.0,3,,TERNA,0.23,10.342618299999996,46.17070440000006,10.343770099999993,46.17242870000005
211035254,Nave-San Fiorano,380.0,3,,,9.82,10.342464200000043,45.96671759999984,10.351226099999982,46.05027220000012
211035255,Nave-San Fiorano,380.0,1,,,1.43,10.342464200000043,45.96671759999984,10.337493300000045,45.95482049999985
211035256,Nave-San Fiorano,380.0,1,,,1.43,10.337493300000045,45.95482049999985,10.342464200000043,45.96671759999984
211035257,Nave-San Fiorano,380.0,1,,,1.62,10.303333700000026,45.67892809999982,10.300931700000024,45.664568799999834
211035258,Nave-San Fiorano,380.0,1,,,1.62,10.303333700000026,45.67892809999982,10.300931700000024,45.664568799999834
211035259,Nave-San Fiorano,380.0,1,,,1.45,10.298650300000023,45.65148009999983,10.290648299999953,45.64123309999985
211035260,Nave-San Fiorano,380.0,1,,,1.45,10.298650300000023,45.65148009999983,10.290648299999953,45.64123309999985
211035261,Nave - San Fiorano,380.0,3,,,1.47,10.300931700000024,45.664568799999834,10.298650300000023,45.65148009999983
211035262,,380.0,6,2,,36.42,10.347530799999983,46.04454190000012,10.108443699999976,45.84941069999996
211035263,Dugale-Nogarole Rocca,380.0,3,,Terna,45.67,10.906488999999995,45.29808859999995,11.298214000000074,45.380873500000156
211035576,Nave-San Fiorano,380.0,3,,,0.37,10.34701370000003,45.92440499999983,10.345492900000023,45.92732789999984
211035577,Nave-San Fiorano,380.0,1,,,1.38,10.352798500000027,45.91344399999982,10.34701370000003,45.92440499999983
211035578,Nave-San Fiorano,380.0,1,,,1.38,10.352798500000027,45.91344399999982,10.34701370000003,45.92440499999983
211035579,Nave-San Fiorano,380.0,1,,,1.42,10.339536100000045,45.938611799999826,10.345492900000023,45.92732789999984
211035580,Nave-San Fiorano,380.0,1,,,1.42,10.345492900000023,45.92732789999984,10.339536100000045,45.938611799999826
211035581,Nave-San Fiorano,380.0,3,,,1.91,10.339536100000045,45.938611799999826,10.337493300000045,45.95482049999985
211037854,,380.0,3,,,1.33,10.108443699999976,45.84941069999996,10.09991640000002,45.84099600000028
211037855,,380.0,3,,,0.27,9.82261020000002,45.671933300000305,9.82062879999999,45.67136939999998
211037856,,380.0,3,,,0.22,9.82261020000002,45.671933300000305,9.82085399999999,45.67174459999998
211037857,,380.0,6,2,,37.07,10.09991640000002,45.84099600000028,9.82261020000002,45.671933300000305
211037858,Pian Camuno - San Fiorano,380.0,3,,Terna S.p.A.,3.1,10.108443699999976,45.84941069999996,10.11937459999999,45.830910799999984
211038383,,132.0,6,,,9.0,9.895023300000014,45.54073110000027,9.815400400000009,45.530288600000276
211038384,,132.0,3,,,0.41,9.895023300000014,45.54073110000027,9.898501799999991,45.54027870000017
211081685,T. 23.864,132.0,3,,,5.87,11.34027590000002,46.477453100000766,11.38783,46.4954525
211081688,T. 23.863,132.0,3,,,5.85,11.34032200000002,46.477534500000765,11.387703999999998,46.495519200000004
211154454,,132.0,3,,,26.69,11.339962200000008,46.476859300000015,11.535462699999982,46.59877570000002
211172593,Magliano-Dogliani,132.0,3,,,0.09,7.791208099999992,44.46316750000004,7.790446699999992,44.46306750000004
211172594,Magliano-Dogliani,132.0,3,,,0.11,7.791208099999992,44.46316750000004,7.790335200000026,44.46326440000061
211172595,Entracque-Magliano 1,380.0,1,,,1.1,7.423188799999998,44.24862430000019,7.431248300000012,44.254423999999936
211174435,Piossasco - Leinì,380.0,1,,,1.9,7.4818239000000055,45.170708800000014,7.490253900000006,45.18555730000001
211174436,Piossasco - Leinì,380.0,3,,,34.27,7.490253900000006,45.18555730000001,7.723837400000013,45.206285300000026
211180335,Maleo-San Rocco,380.0,3,,,12.89,9.702336000000008,45.093419499999975,9.79355029999997,45.15341469999997
211180336,,380.0,3,,,14.29,9.795250899999994,45.15436990000005,9.870009800000018,45.07024079999994
211182208,,0.0,,,,1.73,9.664870999999959,45.177654799999964,9.651236399999929,45.184886999999925
211182209,,0.0,,,,0.04,9.563915300000046,45.35485440000073,9.563738600000045,45.35514730000073
211182210,Tavazzano-Ciserano,380.0,3,,,29.31,9.43859929999997,45.33373379999994,9.521379899999994,45.47801989999985
211183011,,380.0,3,,,0.53,9.601806699999988,45.57752180000002,9.603607100000003,45.57413910000004
211183012,,380.0,3,,,0.6,9.603607100000003,45.57413910000004,9.601698199999996,45.57791569999997
211261654,,132.0,,,,0.04,9.170961600000041,45.61058379999982,9.170877399999979,45.610977100000134
211261656,,380.0,,,,0.12,9.172458599999995,45.61284529999992,9.171378299999956,45.61270020000002
211261658,,380.0,3,,,0.15,9.170324799999998,45.61225949999989,9.171634099999979,45.61248740000002
211261660,,132.0,,,,0.4,9.171262600000041,45.613156499999825,9.169593799999957,45.61101900000002
211261662,,132.0,,,,0.33,9.171378299999956,45.61270020000002,9.170015399999956,45.61106520000002
211261663,,132.0,,,,0.19,9.171499200000044,45.61222309999983,9.170698699999956,45.61115150000002
211268269,Baggio-Ospiate,380.0,3,,,0.55,9.061722099999985,45.54540549999984,9.057288599999985,45.54314219999984
211268270,,380.0,3,,,0.4,9.064625999999985,45.54743649999984,9.067639100000042,45.54945319999982
211268271,,380.0,6,2,,8.87,9.057288599999985,45.54314219999984,9.05563499999998,45.468740499999846
211268272,,380.0,3,,,0.65,9.086535799999984,45.53882109999984,9.091772199999985,45.539457799999845
211268273,,380.0,3,,,0.89,9.08633489999998,45.53917190000017,9.093126099999985,45.539722999999846
211268274,Bovisio-Ospiate/Bovisio-Baggio,380.0,6,2,Terna S.p.A.,15.18,9.067639100000042,45.54945319999982,9.170324799999998,45.61225949999989
211268275,,380.0,3,,,0.7,9.062242900000044,45.54614499999983,9.067639100000042,45.54945319999982
211268281,,380.0,6,2,,2.89,9.086535799999984,45.53882109999984,9.061722099999985,45.54540549999984
211285330,,380.0,3,,,0.31,9.300236600000023,45.746139600000014,9.29750170000004,45.74686199999991
211285331,,380.0,3,,,0.34,9.300236600000023,45.746139600000014,9.297226500000031,45.74650030000004
211285332,,380.0,3,,,0.11,9.171028200000041,45.614318199999836,9.172028599999996,45.61444889999992
211302809,,380.0,6,2,,6.44,10.239161499999936,44.75307320000017,10.292633700000074,44.77239079999976
211302810,Parma Vigheffio – Fidenza,132.0,3,,,28.34,10.296214899999994,44.77824200000005,10.060729599999995,44.85157090000008
211304489,Baggio-Ospiate,380.0,3,,,0.27,9.05563499999998,45.468740499999846,9.058040600000078,45.46815249999998
211358090,,150.0,6,2,,0.85,10.137217299999971,46.23624440000037,10.14367640000003,46.23263580000008
211506264,Campochiesa-Vado Ligure,220.0,3,,,4.41,8.38980809999998,44.272437599999876,8.42681519999998,44.275130599999876
211506265,Campochiesa-Camporosso,220.0,3,,,10.65,8.163754599999994,44.031154000000086,8.08757000000001,43.97425119999993
211506266,Campochiesa-Camporosso,220.0,1,,,1.61,8.163754599999994,44.031154000000086,8.174941199999994,44.040434200000085
211506267,Campochiesa-Camporosso,220.0,2,,,1.61,8.174941199999994,44.040434200000085,8.163754599999994,44.031154000000086
211506268,,225.0,3,,RTE,28.15,7.318919799999994,43.74777310000019,7.51163569999997,43.82382740000007
211506269,Campochiesa-Vado Ligure,220.0,1,,,4.16,8.38980809999998,44.272437599999876,8.359481099999982,44.25046909999988
211506270,Campochiesa-Vado Ligure,220.0,1,,,4.16,8.359481099999982,44.25046909999988,8.38980809999998,44.272437599999876
211506271,Campochiesa-Vado Ligure,220.0,3,,,28.65,8.359481099999982,44.25046909999988,8.178093099999995,44.0750581000001
211506973,,220.0,1,,,1.24,8.674050899999987,44.423875999999865,8.684823700000052,44.426816599999995
211506977,Morigallo – Savona,220.0,3,,,27.19,8.684823700000052,44.426816599999995,8.914066399999953,44.477212200000196
211506983,,220.0,1,,,3.5,8.614784399999987,44.406787100000365,8.645069399999988,44.415561099999984
211506987,,220.0,3,,,3.35,8.645069399999988,44.415561099999984,8.674050899999987,44.423875999999865
211512677,Rondissone - Biella Est,220.0,3,,,21.69,8.187821500000002,45.41133100000004,8.08349269999996,45.54813390000004
211512680,Rondissone - Biella Est,220.0,6,,,35.26,7.9318319000000255,45.23659839999991,8.187821500000002,45.41133100000004
211512681,,220.0,3,,,0.1,7.9363567000000135,45.231769500000176,7.936408499999985,45.23089209999996
211512682,Rondissone-Cesi,220.0,3,,,0.41,7.9328386000000135,45.232801200000175,7.9363567000000135,45.231769500000176
211512683,Chivasso Termica - Rondissone,220.0,6,,,9.69,7.910129700000082,45.184825199999686,7.940865700000032,45.231475199999934
211512685,,220.0,3,,,0.52,7.940865700000032,45.231475199999934,7.936757699999984,45.230877699999965
211512686,Rondissone-Stura,220.0,3,,,23.34,7.7563682999999894,45.142939500000104,7.935514499999984,45.23092879999996
211512687,,220.0,3,,,0.49,7.940865700000032,45.231475199999934,7.936959499999975,45.23104199999987
211512688,Rondissone-Biella Est,220.0,3,,,0.41,7.9328386000000135,45.232801200000175,7.9358389999999845,45.23092169999996
211512689,,220.0,3,,,0.21,7.9363567000000135,45.231769500000176,7.935895899999983,45.23272559999996
211512690,,220.0,3,,,21.17,7.727433899999984,45.20689279999996,7.612044400000072,45.10522770000113
211516284,,220.0,3,,,3.12,7.620555500000005,44.99200059999991,7.604928899999983,45.014714500000004
211516285,,220.0,6,,,6.57,7.675040299999993,44.98396480000011,7.620555500000005,44.99200059999991
211516286,,220.0,6,,,4.0,7.604928899999983,45.014714500000004,7.577616800000015,45.03718890000041
211516287,,220.0,3,,,0.05,7.616339200000007,45.011283299999825,7.616089800000006,45.011629299999825
211516288,,220.0,3,,,0.03,7.616339200000007,45.011283299999825,7.61641750000001,45.01156430000016
211516289,,220.0,3,,,0.02,7.614542200000007,45.01180899999982,7.61455860000001,45.01195740000016
211516291,,220.0,6,,,1.65,7.6198810000000075,44.9968422999999,7.616339200000007,45.011283299999825
211516293,,0.0,,,,1.85,7.624237300000007,44.99750769999983,7.615931399999877,45.011664899999964
211516295,Piossasco-Sangone,220.0,6,,,3.34,7.5850915000000105,45.012057800000164,7.614542200000007,45.01180899999982
211517210,Rosone - Grugliasco,220.0,3,,,21.11,7.528850099999966,45.12733079999993,7.555269500000003,45.303888300000004
211517211,,220.0,3,,,5.35,7.569478200000073,45.10170650000113,7.611722600000007,45.10518230000002
211517212,Pellerina-Pianezza,220.0,6,,,7.16,7.567003100000005,45.108720400000315,7.628519099999992,45.09305559999991
211517213,,220.0,6,,,2.54,7.544154700000005,45.10941250000031,7.567003100000005,45.108720400000315
211518746,,132.0,3,,,6.02,7.745371800000037,45.12570390000025,7.7113892000000055,45.10320800000001
211518747,,132.0,3,,,0.23,7.7115976000000055,45.10307210000001,7.713534400000006,45.10373240000001
211518748,Stura-Iveco,132.0,3,,,0.78,7.716266900000041,45.10778090000026,7.711068400000006,45.10340990000001
211518749,,220.0,3,,,0.99,7.756007700000005,45.115044000000005,7.764821300000005,45.114651
211518750,,220.0,3,,,0.45,7.713534400000006,45.10373240000001,7.710032200000005,45.10213630000001
211518751,,132.0,3,,,2.39,7.776608700000041,45.10691670000025,7.762698500000041,45.12182470000025
211518752,,220.0,6,,,19.27,7.764821300000005,45.114651,7.715320400000009,44.988353900000185
211519536,,132.0,6,,,0.22,7.622839300000073,45.11286010000112,7.624753800000073,45.113236700001124
211519539,,132.0,3,,,6.39,7.571635600000004,45.09890889999997,7.622839300000073,45.11286010000112
211519540,,132.0,3,,,0.03,7.571245700000004,45.09881039999997,7.571001800000074,45.09899410000113
211519541,Borgaro-Lucento,132.0,3,,,7.12,7.629105700000006,45.11296300000011,7.675708400000009,45.1508388
211519542,,132.0,3,,,0.45,7.624753800000073,45.113236700001124,7.628827500000006,45.112968200000104
211529795,Sarmato  - La Spezia,220.0,3,,,123.38,9.479076399999997,45.03698959999995,9.973923400000002,44.15263640000003
211531825,,0.0,6,,,0.31,9.408786799999984,45.32810569999977,9.406916200000063,45.32607399999996
211531826,,0.0,3,,,1.86,9.40967090000003,45.329532000000306,9.424474100000054,45.334947200000315
211540389,,220.0,3,,,0.05,9.4398757,45.33225739999997,9.4394597,45.332167299999966
211540391,,0.0,3,,,0.01,9.134552300000017,45.39864219999988,9.134426700000034,45.39866619999988
211540394,,220.0,3,,,0.28,9.105179200000025,45.636583599999966,9.107534600000026,45.637478599999966
211540395,,132.0,3,,,14.74,9.194445799999976,45.3807928000004,9.317700200000015,45.364710200000125
211549572,,220.0,6,,,0.42,10.149062399999993,46.201897800000125,10.149327299999992,46.20547430000012
211549575,Belviso-Ganda,220.0,3,,,4.73,10.083799599999985,46.15257450000008,10.122473399999986,46.141258100000094
211550400,Belviso-Venina,220.0,3,,,18.13,9.923100499999984,46.16031830000008,10.083799599999985,46.15257450000008
211635686,Lanzada-Sondrio,220.0,3,,,0.17,9.877230300000056,46.2689922000005,9.875908199999921,46.269356300000204
211654322,"Castelbello-Mezzocorona cd Bolzano, San Floriano",132.0,3,,,0.75,11.134843399999955,46.65949390000019,11.141359199999957,46.660518100000075
211691703,Brugherio-Verderio,220.0,3,,,0.29,9.4501068,45.652682100000014,9.451689999999985,45.65477279999975
211691704,Verderio-Milano Ricevitrice Nord,220.0,3,,,0.67,9.449784999999983,45.6491432999999,9.451853199999984,45.65472079999975
211691705,,220.0,3,,,0.29,9.596621200000019,45.63384699999966,9.598313499999982,45.63578619999989
