flowdate,market,hour,period,from,to,maxtransmissionlimitfrom,maxtransmissionlimitto,coefficient
20251220,MGP,9,36,CNOR,CSUD,2201.0000,2805.0000,0.0000
20251220,MGP,9,36,CNOR,NORD,4161.0000,4398.0000,0.0000
20251220,MGP,9,36,CALA,SICI,1591.0000,1548.0000,0.0000
20251220,MGP,9,36,CALA,SUD,2350.0000,1809.0000,0.0000
20251220,MGP,9,36,BSP,COUP,675.0000,660.0000,0.0000
20251220,MGP,9,36,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,10,37,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,10,37,BSP,COUP,592.0000,660.0000,0.0000
20251220,MGP,10,37,CALA,SICI,1591.0000,1548.0000,0.0000
20251220,MGP,10,37,CALA,SUD,2350.0000,1809.0000,0.0000
20251220,MGP,10,37,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,10,37,CNOR,CSUD,2201.0000,2805.0000,0.0000
20251220,MGP,10,37,CNOR,NORD,4261.0000,4398.0000,0.0000
20251220,MGP,10,37,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,10,37,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,10,37,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,10,37,COUP,XAUS,120.0000,302.0000,0.0000
20251220,MGP,10,37,COUP,XFRA,1995.0000,3371.0000,0.0000
20251220,MGP,10,37,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,10,37,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,10,37,CSUD,SUD,2400.0000,4876.0000,0.0000
20251220,MGP,10,37,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,10,37,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,10,37,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,10,37,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,10,37,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,10,37,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,10,38,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,10,38,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,10,38,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,10,38,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,10,38,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,10,38,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,10,38,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,10,38,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,10,38,CSUD,SUD,2400.0000,4876.0000,0.0000
20251220,MGP,10,38,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,10,38,COUP,XAUS,120.0000,302.0000,0.0000
20251220,MGP,10,38,COUP,XFRA,1995.0000,3371.0000,0.0000
20251220,MGP,10,38,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,10,38,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,10,38,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,10,38,CNOR,CSUD,2201.0000,2805.0000,0.0000
20251220,MGP,10,38,CNOR,NORD,4261.0000,4398.0000,0.0000
20251220,MGP,10,38,CALA,SICI,1591.0000,1548.0000,0.0000
20251220,MGP,10,38,CALA,SUD,2350.0000,1809.0000,0.0000
20251220,MGP,10,38,BSP,COUP,592.0000,660.0000,0.0000
20251220,MGP,10,38,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,10,39,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,10,39,BSP,COUP,592.0000,660.0000,0.0000
20251220,MGP,10,39,CALA,SICI,1591.0000,1548.0000,0.0000
20251220,MGP,10,39,CALA,SUD,2350.0000,1809.0000,0.0000
20251220,MGP,10,39,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,10,39,CNOR,CSUD,2201.0000,2805.0000,0.0000
20251220,MGP,10,39,CNOR,NORD,4261.0000,4398.0000,0.0000
20251220,MGP,10,39,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,10,39,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,10,39,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,10,39,COUP,XAUS,120.0000,302.0000,0.0000
20251220,MGP,10,39,COUP,XFRA,1995.0000,3371.0000,0.0000
20251220,MGP,10,39,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,10,39,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,10,39,CSUD,SUD,2400.0000,4876.0000,0.0000
20251220,MGP,10,39,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,10,39,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,10,39,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,10,39,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,10,39,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,10,39,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,10,40,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,10,40,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,10,40,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,10,40,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,10,40,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,10,40,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,10,40,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,10,40,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,10,40,CSUD,SUD,2400.0000,4876.0000,0.0000
20251220,MGP,10,40,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,10,40,COUP,XAUS,120.0000,302.0000,0.0000
20251220,MGP,10,40,COUP,XFRA,1995.0000,3371.0000,0.0000
20251220,MGP,10,40,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,10,40,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,10,40,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,10,40,CNOR,CSUD,2201.0000,2805.0000,0.0000
20251220,MGP,10,40,CNOR,NORD,4261.0000,4398.0000,0.0000
20251220,MGP,10,40,CALA,SICI,1591.0000,1548.0000,0.0000
20251220,MGP,10,40,CALA,SUD,2350.0000,1809.0000,0.0000
20251220,MGP,10,40,BSP,COUP,592.0000,660.0000,0.0000
20251220,MGP,10,40,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,11,41,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,11,41,BSP,COUP,592.0000,660.0000,0.0000
20251220,MGP,11,41,CALA,SICI,1584.0000,1525.0000,0.0000
20251220,MGP,11,41,CALA,SUD,2350.0000,2017.0000,0.0000
20251220,MGP,11,41,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,11,41,CNOR,CSUD,2236.0000,2795.0000,0.0000
20251220,MGP,11,41,CNOR,NORD,4312.0000,4502.0000,0.0000
20251220,MGP,11,41,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,11,41,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,11,41,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,11,41,COUP,XAUS,120.0000,302.0000,0.0000
20251220,MGP,11,41,COUP,XFRA,1995.0000,3371.0000,0.0000
20251220,MGP,11,41,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,11,41,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,11,41,CSUD,SUD,2400.0000,4945.0000,0.0000
20251220,MGP,11,41,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,11,41,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,11,41,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,11,41,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,11,41,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,11,41,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,11,42,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,11,42,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,11,42,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,11,42,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,11,42,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,11,42,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,11,42,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,11,42,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,11,42,CSUD,SUD,2400.0000,4945.0000,0.0000
20251220,MGP,11,42,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,11,42,COUP,XAUS,120.0000,302.0000,0.0000
20251220,MGP,11,42,COUP,XFRA,1995.0000,3371.0000,0.0000
20251220,MGP,11,42,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,11,42,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,11,42,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,11,42,CNOR,CSUD,2236.0000,2795.0000,0.0000
20251220,MGP,11,42,CNOR,NORD,4312.0000,4502.0000,0.0000
20251220,MGP,11,42,CALA,SICI,1584.0000,1525.0000,0.0000
20251220,MGP,11,42,CALA,SUD,2350.0000,2017.0000,0.0000
20251220,MGP,11,42,BSP,COUP,592.0000,660.0000,0.0000
20251220,MGP,11,42,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,11,43,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,11,43,BSP,COUP,592.0000,660.0000,0.0000
20251220,MGP,11,43,CALA,SICI,1584.0000,1525.0000,0.0000
20251220,MGP,11,43,CALA,SUD,2350.0000,2017.0000,0.0000
20251220,MGP,11,43,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,11,43,CNOR,CSUD,2236.0000,2795.0000,0.0000
20251220,MGP,11,43,CNOR,NORD,4312.0000,4502.0000,0.0000
20251220,MGP,11,43,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,11,43,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,11,43,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,11,43,COUP,XAUS,120.0000,302.0000,0.0000
20251220,MGP,11,43,COUP,XFRA,1995.0000,3371.0000,0.0000
20251220,MGP,11,43,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,11,43,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,11,43,CSUD,SUD,2400.0000,4945.0000,0.0000
20251220,MGP,11,43,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,11,43,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,11,43,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,11,43,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,11,43,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,11,43,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,11,44,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,11,44,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,11,44,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,11,44,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,11,44,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,11,44,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,11,44,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,11,44,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,11,44,CSUD,SUD,2400.0000,4945.0000,0.0000
20251220,MGP,11,44,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,11,44,COUP,XAUS,120.0000,302.0000,0.0000
20251220,MGP,11,44,COUP,XFRA,1995.0000,3371.0000,0.0000
20251220,MGP,11,44,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,11,44,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,11,44,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,11,44,CNOR,CSUD,2236.0000,2795.0000,0.0000
20251220,MGP,11,44,CNOR,NORD,4312.0000,4502.0000,0.0000
20251220,MGP,11,44,CALA,SICI,1584.0000,1525.0000,0.0000
20251220,MGP,11,44,CALA,SUD,2350.0000,2017.0000,0.0000
20251220,MGP,11,44,BSP,COUP,592.0000,660.0000,0.0000
20251220,MGP,11,44,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,12,45,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,12,45,BSP,COUP,592.0000,660.0000,0.0000
20251220,MGP,12,45,CALA,SICI,1584.0000,1525.0000,0.0000
20251220,MGP,12,45,CALA,SUD,2350.0000,2017.0000,0.0000
20251220,MGP,12,45,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,12,45,CNOR,CSUD,2236.0000,2795.0000,0.0000
20251220,MGP,12,45,CNOR,NORD,4412.0000,4502.0000,0.0000
20251220,MGP,12,45,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,12,45,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,12,45,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,12,45,COUP,XAUS,120.0000,302.0000,0.0000
20251220,MGP,12,45,COUP,XFRA,1995.0000,3371.0000,0.0000
20251220,MGP,12,45,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,12,45,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,12,45,CSUD,SUD,2400.0000,4945.0000,0.0000
20251220,MGP,12,45,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,12,45,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,12,45,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,12,45,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,12,45,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,12,45,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,12,46,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,12,46,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,12,46,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,12,46,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,12,46,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,12,46,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,12,46,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,12,46,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,12,46,CSUD,SUD,2400.0000,4945.0000,0.0000
20251220,MGP,12,46,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,12,46,COUP,XAUS,120.0000,302.0000,0.0000
20251220,MGP,12,46,COUP,XFRA,1995.0000,3371.0000,0.0000
20251220,MGP,12,46,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,12,46,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,12,46,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,12,46,CNOR,CSUD,2236.0000,2795.0000,0.0000
20251220,MGP,12,46,CNOR,NORD,4412.0000,4502.0000,0.0000
20251220,MGP,12,46,CALA,SICI,1584.0000,1525.0000,0.0000
20251220,MGP,12,46,CALA,SUD,2350.0000,2017.0000,0.0000
20251220,MGP,12,46,BSP,COUP,592.0000,660.0000,0.0000
20251220,MGP,12,46,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,12,47,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,12,47,BSP,COUP,592.0000,660.0000,0.0000
20251220,MGP,12,47,CALA,SICI,1584.0000,1525.0000,0.0000
20251220,MGP,12,47,CALA,SUD,2350.0000,2017.0000,0.0000
20251220,MGP,12,47,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,12,47,CNOR,CSUD,2236.0000,2795.0000,0.0000
20251220,MGP,12,47,CNOR,NORD,4412.0000,4502.0000,0.0000
20251220,MGP,12,47,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,12,47,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,12,47,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,12,47,COUP,XAUS,120.0000,302.0000,0.0000
20251220,MGP,12,47,COUP,XFRA,1995.0000,3371.0000,0.0000
20251220,MGP,12,47,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,12,47,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,12,47,CSUD,SUD,2400.0000,4945.0000,0.0000
20251220,MGP,12,47,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,12,47,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,12,47,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,12,47,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,12,47,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,12,47,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,12,48,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,12,48,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,12,48,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,12,48,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,12,48,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,12,48,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,12,48,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,12,48,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,12,48,CSUD,SUD,2400.0000,4945.0000,0.0000
20251220,MGP,12,48,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,12,48,COUP,XAUS,120.0000,302.0000,0.0000
20251220,MGP,12,48,COUP,XFRA,1995.0000,3371.0000,0.0000
20251220,MGP,12,48,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,12,48,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,12,48,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,12,48,CNOR,CSUD,2236.0000,2795.0000,0.0000
20251220,MGP,12,48,CNOR,NORD,4412.0000,4502.0000,0.0000
20251220,MGP,12,48,CALA,SICI,1584.0000,1525.0000,0.0000
20251220,MGP,12,48,CALA,SUD,2350.0000,2017.0000,0.0000
20251220,MGP,12,48,BSP,COUP,592.0000,660.0000,0.0000
20251220,MGP,12,48,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,13,49,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,13,49,BSP,COUP,707.0000,660.0000,0.0000
20251220,MGP,13,49,CALA,SICI,1562.0000,1537.0000,0.0000
20251220,MGP,13,49,CALA,SUD,2350.0000,1738.0000,0.0000
20251220,MGP,13,49,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,13,49,CNOR,CSUD,2183.0000,2795.0000,0.0000
20251220,MGP,13,49,CNOR,NORD,4693.0000,4539.0000,0.0000
20251220,MGP,13,49,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,13,49,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,13,49,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,13,49,COUP,XAUS,120.0000,338.0000,0.0000
20251220,MGP,13,49,COUP,XFRA,1995.0000,4024.0000,0.0000
20251220,MGP,13,49,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,13,49,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,13,49,CSUD,SUD,2400.0000,4944.0000,0.0000
20251220,MGP,13,49,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,13,49,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,13,49,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,13,49,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,13,49,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,13,49,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,13,50,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,13,50,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,13,50,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,13,50,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,13,50,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,13,50,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,13,50,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,13,50,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,13,50,CSUD,SUD,2400.0000,4944.0000,0.0000
20251220,MGP,13,50,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,13,50,COUP,XAUS,120.0000,338.0000,0.0000
20251220,MGP,13,50,COUP,XFRA,1995.0000,4024.0000,0.0000
20251220,MGP,13,50,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,13,50,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,13,50,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,13,50,CNOR,CSUD,2183.0000,2795.0000,0.0000
20251220,MGP,13,50,CNOR,NORD,4693.0000,4539.0000,0.0000
20251220,MGP,13,50,CALA,SICI,1562.0000,1537.0000,0.0000
20251220,MGP,13,50,CALA,SUD,2350.0000,1738.0000,0.0000
20251220,MGP,13,50,BSP,COUP,707.0000,660.0000,0.0000
20251220,MGP,13,50,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,13,51,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,13,51,BSP,COUP,707.0000,660.0000,0.0000
20251220,MGP,13,51,CALA,SICI,1562.0000,1537.0000,0.0000
20251220,MGP,13,51,CALA,SUD,2350.0000,1738.0000,0.0000
20251220,MGP,13,51,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,13,51,CNOR,CSUD,2183.0000,2795.0000,0.0000
20251220,MGP,13,51,CNOR,NORD,4693.0000,4539.0000,0.0000
20251220,MGP,13,51,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,13,51,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,13,51,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,13,51,COUP,XAUS,120.0000,338.0000,0.0000
20251220,MGP,13,51,COUP,XFRA,1995.0000,4024.0000,0.0000
20251220,MGP,13,51,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,13,51,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,13,51,CSUD,SUD,2400.0000,4944.0000,0.0000
20251220,MGP,13,51,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,13,51,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,13,51,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,13,51,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,13,51,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,13,51,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,13,52,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,13,52,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,13,52,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,13,52,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,13,52,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,13,52,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,13,52,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,13,52,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,13,52,CSUD,SUD,2400.0000,4944.0000,0.0000
20251220,MGP,13,52,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,13,52,COUP,XAUS,120.0000,338.0000,0.0000
20251220,MGP,13,52,COUP,XFRA,1995.0000,4024.0000,0.0000
20251220,MGP,13,52,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,13,52,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,13,52,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,13,52,CNOR,CSUD,2183.0000,2795.0000,0.0000
20251220,MGP,13,52,CNOR,NORD,4693.0000,4539.0000,0.0000
20251220,MGP,13,52,CALA,SICI,1562.0000,1537.0000,0.0000
20251220,MGP,13,52,CALA,SUD,2350.0000,1738.0000,0.0000
20251220,MGP,13,52,BSP,COUP,707.0000,660.0000,0.0000
20251220,MGP,13,52,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,14,53,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,14,53,BSP,COUP,753.0000,660.0000,0.0000
20251220,MGP,14,53,CALA,SICI,1562.0000,1537.0000,0.0000
20251220,MGP,14,53,CALA,SUD,2350.0000,1738.0000,0.0000
20251220,MGP,14,53,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,14,53,CNOR,CSUD,2183.0000,2795.0000,0.0000
20251220,MGP,14,53,CNOR,NORD,4693.0000,4539.0000,0.0000
20251220,MGP,14,53,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,14,53,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,14,53,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,14,53,COUP,XAUS,120.0000,385.0000,0.0000
20251220,MGP,14,53,COUP,XFRA,1995.0000,4285.0000,0.0000
20251220,MGP,14,53,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,14,53,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,14,53,CSUD,SUD,2400.0000,4944.0000,0.0000
20251220,MGP,14,53,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,14,53,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,14,53,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,14,53,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,14,53,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,14,53,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,14,54,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,14,54,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,14,54,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,14,54,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,14,54,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,14,54,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,14,54,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,14,54,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,14,54,CSUD,SUD,2400.0000,4944.0000,0.0000
20251220,MGP,14,54,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,14,54,COUP,XAUS,120.0000,385.0000,0.0000
20251220,MGP,14,54,COUP,XFRA,1995.0000,4285.0000,0.0000
20251220,MGP,14,54,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,14,54,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,14,54,CNOR,CORS,300.0000,300.0000,0.0000
