flowdate,market,hour,period,from,to,maxtransmissionlimitfrom,maxtransmissionlimitto,coefficient
20251220,MGP,5,18,CNOR,CSUD,2071.0000,2867.0000,0.0000
20251220,MGP,5,18,CNOR,NORD,4440.0000,3108.0000,0.0000
20251220,MGP,5,18,CALA,SICI,1624.0000,1494.0000,0.0000
20251220,MGP,5,18,CALA,SUD,2350.0000,1608.0000,0.0000
20251220,MGP,5,18,BSP,COUP,592.0000,680.0000,0.0000
20251220,MGP,5,18,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,5,19,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,5,19,BSP,COUP,592.0000,680.0000,0.0000
20251220,MGP,5,19,CALA,SICI,1624.0000,1494.0000,0.0000
20251220,MGP,5,19,CALA,SUD,2350.0000,1608.0000,0.0000
20251220,MGP,5,19,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,5,19,CNOR,CSUD,2071.0000,2867.0000,0.0000
20251220,MGP,5,19,CNOR,NORD,4440.0000,3108.0000,0.0000
20251220,MGP,5,19,COAC,SARD,20.0000,125.0000,0.0000
20251220,MGP,5,19,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,5,19,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,5,19,COUP,XAUS,165.0000,337.0000,0.0000
20251220,MGP,5,19,COUP,XFRA,2160.0000,3826.0000,0.0000
20251220,MGP,5,19,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,5,19,CSUD,SARD,720.0000,870.0000,0.0000
20251220,MGP,5,19,CSUD,SUD,2400.0000,5694.0000,0.0000
20251220,MGP,5,19,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,5,19,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,5,19,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,5,19,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,5,19,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,5,19,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,5,20,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,5,20,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,5,20,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,5,20,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,5,20,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,5,20,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,5,20,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,5,20,CSUD,SARD,720.0000,870.0000,0.0000
20251220,MGP,5,20,CSUD,SUD,2400.0000,5694.0000,0.0000
20251220,MGP,5,20,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,5,20,COUP,XAUS,165.0000,337.0000,0.0000
20251220,MGP,5,20,COUP,XFRA,2160.0000,3826.0000,0.0000
20251220,MGP,5,20,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,5,20,COAC,SARD,20.0000,125.0000,0.0000
20251220,MGP,5,20,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,5,20,CNOR,CSUD,2071.0000,2867.0000,0.0000
20251220,MGP,5,20,CNOR,NORD,4440.0000,3108.0000,0.0000
20251220,MGP,5,20,CALA,SICI,1624.0000,1494.0000,0.0000
20251220,MGP,5,20,CALA,SUD,2350.0000,1608.0000,0.0000
20251220,MGP,5,20,BSP,COUP,592.0000,680.0000,0.0000
20251220,MGP,5,20,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,6,21,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,6,21,BSP,COUP,592.0000,680.0000,0.0000
20251220,MGP,6,21,CALA,SICI,1624.0000,1494.0000,0.0000
20251220,MGP,6,21,CALA,SUD,2350.0000,1608.0000,0.0000
20251220,MGP,6,21,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,6,21,CNOR,CSUD,2071.0000,2867.0000,0.0000
20251220,MGP,6,21,CNOR,NORD,4340.0000,3108.0000,0.0000
20251220,MGP,6,21,COAC,SARD,20.0000,125.0000,0.0000
20251220,MGP,6,21,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,6,21,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,6,21,COUP,XAUS,165.0000,337.0000,0.0000
20251220,MGP,6,21,COUP,XFRA,2160.0000,3826.0000,0.0000
20251220,MGP,6,21,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,6,21,CSUD,SARD,720.0000,870.0000,0.0000
20251220,MGP,6,21,CSUD,SUD,2400.0000,5694.0000,0.0000
20251220,MGP,6,21,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,6,21,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,6,21,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,6,21,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,6,21,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,6,21,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,6,22,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,6,22,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,6,22,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,6,22,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,6,22,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,6,22,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,6,22,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,6,22,CSUD,SARD,720.0000,870.0000,0.0000
20251220,MGP,6,22,CSUD,SUD,2400.0000,5694.0000,0.0000
20251220,MGP,6,22,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,6,22,COUP,XAUS,165.0000,337.0000,0.0000
20251220,MGP,6,22,COUP,XFRA,2160.0000,3826.0000,0.0000
20251220,MGP,6,22,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,6,22,COAC,SARD,20.0000,125.0000,0.0000
20251220,MGP,6,22,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,6,22,CNOR,CSUD,2071.0000,2867.0000,0.0000
20251220,MGP,6,22,CNOR,NORD,4340.0000,3108.0000,0.0000
20251220,MGP,6,22,CALA,SICI,1624.0000,1494.0000,0.0000
20251220,MGP,6,22,CALA,SUD,2350.0000,1608.0000,0.0000
20251220,MGP,6,22,BSP,COUP,592.0000,680.0000,0.0000
20251220,MGP,6,22,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,6,23,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,6,23,BSP,COUP,592.0000,680.0000,0.0000
20251220,MGP,6,23,CALA,SICI,1624.0000,1494.0000,0.0000
20251220,MGP,6,23,CALA,SUD,2350.0000,1608.0000,0.0000
20251220,MGP,6,23,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,6,23,CNOR,CSUD,2071.0000,2867.0000,0.0000
20251220,MGP,6,23,CNOR,NORD,4340.0000,3108.0000,0.0000
20251220,MGP,6,23,COAC,SARD,20.0000,125.0000,0.0000
20251220,MGP,6,23,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,6,23,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,6,23,COUP,XAUS,165.0000,337.0000,0.0000
20251220,MGP,6,23,COUP,XFRA,2160.0000,3826.0000,0.0000
20251220,MGP,6,23,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,6,23,CSUD,SARD,720.0000,870.0000,0.0000
20251220,MGP,6,23,CSUD,SUD,2400.0000,5694.0000,0.0000
20251220,MGP,6,23,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,6,23,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,6,23,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,6,23,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,6,23,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,6,23,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,6,24,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,6,24,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,6,24,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,6,24,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,6,24,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,6,24,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,6,24,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,6,24,CSUD,SARD,720.0000,870.0000,0.0000
20251220,MGP,6,24,CSUD,SUD,2400.0000,5694.0000,0.0000
20251220,MGP,6,24,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,6,24,COUP,XAUS,165.0000,337.0000,0.0000
20251220,MGP,6,24,COUP,XFRA,2160.0000,3826.0000,0.0000
20251220,MGP,6,24,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,6,24,COAC,SARD,20.0000,125.0000,0.0000
20251220,MGP,6,24,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,6,24,CNOR,CSUD,2071.0000,2867.0000,0.0000
20251220,MGP,6,24,CNOR,NORD,4340.0000,3108.0000,0.0000
20251220,MGP,6,24,CALA,SICI,1624.0000,1494.0000,0.0000
20251220,MGP,6,24,CALA,SUD,2350.0000,1608.0000,0.0000
20251220,MGP,6,24,BSP,COUP,592.0000,680.0000,0.0000
20251220,MGP,6,24,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,7,25,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,7,25,BSP,COUP,592.0000,680.0000,0.0000
20251220,MGP,7,25,CALA,SICI,1569.0000,1494.0000,0.0000
20251220,MGP,7,25,CALA,SUD,2350.0000,1611.0000,0.0000
20251220,MGP,7,25,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,7,25,CNOR,CSUD,1973.0000,2805.0000,0.0000
20251220,MGP,7,25,CNOR,NORD,4429.0000,3395.0000,0.0000
20251220,MGP,7,25,COAC,SARD,20.0000,125.0000,0.0000
20251220,MGP,7,25,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,7,25,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,7,25,COUP,XAUS,165.0000,337.0000,0.0000
20251220,MGP,7,25,COUP,XFRA,2160.0000,3826.0000,0.0000
20251220,MGP,7,25,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,7,25,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,7,25,CSUD,SUD,2400.0000,5320.0000,0.0000
20251220,MGP,7,25,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,7,25,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,7,25,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,7,25,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,7,25,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,7,25,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,7,26,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,7,26,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,7,26,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,7,26,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,7,26,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,7,26,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,7,26,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,7,26,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,7,26,CSUD,SUD,2400.0000,5320.0000,0.0000
20251220,MGP,7,26,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,7,26,COUP,XAUS,165.0000,337.0000,0.0000
20251220,MGP,7,26,COUP,XFRA,2160.0000,3826.0000,0.0000
20251220,MGP,7,26,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,7,26,COAC,SARD,20.0000,125.0000,0.0000
20251220,MGP,7,26,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,7,26,CNOR,CSUD,1973.0000,2805.0000,0.0000
20251220,MGP,7,26,CNOR,NORD,4429.0000,3395.0000,0.0000
20251220,MGP,7,26,CALA,SICI,1569.0000,1494.0000,0.0000
20251220,MGP,7,26,CALA,SUD,2350.0000,1611.0000,0.0000
20251220,MGP,7,26,BSP,COUP,592.0000,680.0000,0.0000
20251220,MGP,7,26,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,7,27,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,7,27,BSP,COUP,592.0000,680.0000,0.0000
20251220,MGP,7,27,CALA,SICI,1569.0000,1494.0000,0.0000
20251220,MGP,7,27,CALA,SUD,2350.0000,1611.0000,0.0000
20251220,MGP,7,27,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,7,27,CNOR,CSUD,1973.0000,2805.0000,0.0000
20251220,MGP,7,27,CNOR,NORD,4429.0000,3395.0000,0.0000
20251220,MGP,7,27,COAC,SARD,20.0000,125.0000,0.0000
20251220,MGP,7,27,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,7,27,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,7,27,COUP,XAUS,165.0000,337.0000,0.0000
20251220,MGP,7,27,COUP,XFRA,2160.0000,3826.0000,0.0000
20251220,MGP,7,27,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,7,27,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,7,27,CSUD,SUD,2400.0000,5320.0000,0.0000
20251220,MGP,7,27,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,7,27,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,7,27,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,7,27,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,7,27,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,7,27,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,7,28,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,7,28,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,7,28,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,7,28,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,7,28,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,7,28,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,7,28,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,7,28,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,7,28,CSUD,SUD,2400.0000,5320.0000,0.0000
20251220,MGP,7,28,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,7,28,COUP,XAUS,165.0000,337.0000,0.0000
20251220,MGP,7,28,COUP,XFRA,2160.0000,3826.0000,0.0000
20251220,MGP,7,28,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,7,28,COAC,SARD,20.0000,125.0000,0.0000
20251220,MGP,7,28,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,7,28,CNOR,CSUD,1973.0000,2805.0000,0.0000
20251220,MGP,7,28,CNOR,NORD,4429.0000,3395.0000,0.0000
20251220,MGP,7,28,CALA,SICI,1569.0000,1494.0000,0.0000
20251220,MGP,7,28,CALA,SUD,2350.0000,1611.0000,0.0000
20251220,MGP,7,28,BSP,COUP,592.0000,680.0000,0.0000
20251220,MGP,7,28,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,8,29,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,8,29,BSP,COUP,675.0000,660.0000,0.0000
20251220,MGP,8,29,CALA,SICI,1569.0000,1494.0000,0.0000
20251220,MGP,8,29,CALA,SUD,2350.0000,1611.0000,0.0000
20251220,MGP,8,29,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,8,29,CNOR,CSUD,1973.0000,2805.0000,0.0000
20251220,MGP,8,29,CNOR,NORD,4229.0000,3434.0000,0.0000
20251220,MGP,8,29,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,8,29,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,8,29,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,8,29,COUP,XAUS,120.0000,345.0000,0.0000
20251220,MGP,8,29,COUP,XFRA,1995.0000,3842.0000,0.0000
20251220,MGP,8,29,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,8,29,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,8,29,CSUD,SUD,2400.0000,5320.0000,0.0000
20251220,MGP,8,29,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,8,29,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,8,29,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,8,29,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,8,29,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,8,29,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,8,30,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,8,30,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,8,30,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,8,30,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,8,30,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,8,30,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,8,30,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,8,30,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,8,30,CSUD,SUD,2400.0000,5320.0000,0.0000
20251220,MGP,8,30,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,8,30,COUP,XAUS,120.0000,345.0000,0.0000
20251220,MGP,8,30,COUP,XFRA,1995.0000,3842.0000,0.0000
20251220,MGP,8,30,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,8,30,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,8,30,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,8,30,CNOR,CSUD,1973.0000,2805.0000,0.0000
20251220,MGP,8,30,CNOR,NORD,4229.0000,3434.0000,0.0000
20251220,MGP,8,30,CALA,SICI,1569.0000,1494.0000,0.0000
20251220,MGP,8,30,CALA,SUD,2350.0000,1611.0000,0.0000
20251220,MGP,8,30,BSP,COUP,675.0000,660.0000,0.0000
20251220,MGP,8,30,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,8,31,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,8,31,BSP,COUP,675.0000,660.0000,0.0000
20251220,MGP,8,31,CALA,SICI,1569.0000,1494.0000,0.0000
20251220,MGP,8,31,CALA,SUD,2350.0000,1611.0000,0.0000
20251220,MGP,8,31,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,8,31,CNOR,CSUD,1973.0000,2805.0000,0.0000
20251220,MGP,8,31,CNOR,NORD,4229.0000,3434.0000,0.0000
20251220,MGP,8,31,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,8,31,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,8,31,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,8,31,COUP,XAUS,120.0000,345.0000,0.0000
20251220,MGP,8,31,COUP,XFRA,1995.0000,3842.0000,0.0000
20251220,MGP,8,31,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,8,31,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,8,31,CSUD,SUD,2400.0000,5320.0000,0.0000
20251220,MGP,8,31,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,8,31,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,8,31,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,8,31,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,8,31,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,8,31,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,8,32,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,8,32,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,8,32,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,8,32,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,8,32,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,8,32,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,8,32,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,8,32,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,8,32,CSUD,SUD,2400.0000,5320.0000,0.0000
20251220,MGP,8,32,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,8,32,COUP,XAUS,120.0000,345.0000,0.0000
20251220,MGP,8,32,COUP,XFRA,1995.0000,3842.0000,0.0000
20251220,MGP,8,32,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,8,32,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,8,32,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,8,32,CNOR,CSUD,1973.0000,2805.0000,0.0000
20251220,MGP,8,32,CNOR,NORD,4229.0000,3434.0000,0.0000
20251220,MGP,8,32,CALA,SICI,1569.0000,1494.0000,0.0000
20251220,MGP,8,32,CALA,SUD,2350.0000,1611.0000,0.0000
20251220,MGP,8,32,BSP,COUP,675.0000,660.0000,0.0000
20251220,MGP,8,32,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,9,33,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,9,33,BSP,COUP,675.0000,660.0000,0.0000
20251220,MGP,9,33,CALA,SICI,1591.0000,1548.0000,0.0000
20251220,MGP,9,33,CALA,SUD,2350.0000,1809.0000,0.0000
20251220,MGP,9,33,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,9,33,CNOR,CSUD,2201.0000,2805.0000,0.0000
20251220,MGP,9,33,CNOR,NORD,4161.0000,4398.0000,0.0000
20251220,MGP,9,33,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,9,33,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,9,33,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,9,33,COUP,XAUS,120.0000,345.0000,0.0000
20251220,MGP,9,33,COUP,XFRA,1995.0000,3842.0000,0.0000
20251220,MGP,9,33,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,9,33,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,9,33,CSUD,SUD,2400.0000,4876.0000,0.0000
20251220,MGP,9,33,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,9,33,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,9,33,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,9,33,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,9,33,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,9,33,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,9,34,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,9,34,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,9,34,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,9,34,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,9,34,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,9,34,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,9,34,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,9,34,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,9,34,CSUD,SUD,2400.0000,4876.0000,0.0000
20251220,MGP,9,34,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,9,34,COUP,XAUS,120.0000,345.0000,0.0000
20251220,MGP,9,34,COUP,XFRA,1995.0000,3842.0000,0.0000
20251220,MGP,9,34,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,9,34,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,9,34,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,9,34,CNOR,CSUD,2201.0000,2805.0000,0.0000
20251220,MGP,9,34,CNOR,NORD,4161.0000,4398.0000,0.0000
20251220,MGP,9,34,CALA,SICI,1591.0000,1548.0000,0.0000
20251220,MGP,9,34,CALA,SUD,2350.0000,1809.0000,0.0000
20251220,MGP,9,34,BSP,COUP,675.0000,660.0000,0.0000
20251220,MGP,9,34,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,9,35,AUST,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,9,35,BSP,COUP,675.0000,660.0000,0.0000
20251220,MGP,9,35,CALA,SICI,1591.0000,1548.0000,0.0000
20251220,MGP,9,35,CALA,SUD,2350.0000,1809.0000,0.0000
20251220,MGP,9,35,CNOR,CORS,300.0000,300.0000,0.0000
20251220,MGP,9,35,CNOR,CSUD,2201.0000,2805.0000,0.0000
20251220,MGP,9,35,CNOR,NORD,4161.0000,4398.0000,0.0000
20251220,MGP,9,35,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,9,35,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,9,35,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,9,35,COUP,XAUS,120.0000,345.0000,0.0000
20251220,MGP,9,35,COUP,XFRA,1995.0000,3842.0000,0.0000
20251220,MGP,9,35,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,9,35,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,9,35,CSUD,SUD,2400.0000,4876.0000,0.0000
20251220,MGP,9,35,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,9,35,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,9,35,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,9,35,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,9,35,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,9,35,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,9,36,MALT,SICI,225.0000,225.0000,0.0000
20251220,MGP,9,36,SUD,XGRE,500.0000,500.0000,0.0000
20251220,MGP,9,36,NORD,SLOV,10000.0000,10000.0000,0.0000
20251220,MGP,9,36,NORD,SVIZ,10000.0000,10000.0000,0.0000
20251220,MGP,9,36,GREC,SUD,10000.0000,10000.0000,0.0000
20251220,MGP,9,36,FRAN,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,9,36,CSUD,MONT,10000.0000,10000.0000,0.0000
20251220,MGP,9,36,CSUD,SARD,720.0000,900.0000,0.0000
20251220,MGP,9,36,CSUD,SUD,2400.0000,4876.0000,0.0000
20251220,MGP,9,36,COUP,NORD,10000.0000,10000.0000,0.0000
20251220,MGP,9,36,COUP,XAUS,120.0000,345.0000,0.0000
20251220,MGP,9,36,COUP,XFRA,1995.0000,3842.0000,0.0000
20251220,MGP,9,36,CORS,SARD,300.0000,300.0000,0.0000
20251220,MGP,9,36,COAC,SARD,25.0000,100.0000,0.0000
20251220,MGP,9,36,CNOR,CORS,300.0000,300.0000,0.0000
