flowdate,hour,market,zone,price,period
20251220,1,MGP,AUST,107.350000,1
20251220,1,MGP,AUST,106.350000,2
20251220,1,MGP,AUST,104.610000,3
20251220,1,MGP,AUST,102.360000,4
20251220,2,MGP,AUST,106.350000,5
20251220,2,MGP,AUST,104.680000,6
20251220,2,MGP,AUST,104.410000,7
20251220,2,MGP,AUST,101.710000,8
20251220,3,MGP,AUST,104.410000,9
20251220,3,MGP,AUST,102.360000,10
20251220,3,MGP,AUST,103.690000,11
20251220,3,MGP,AUST,103.500000,12
20251220,4,MGP,AUST,103.940000,13
20251220,4,MGP,AUST,102.460000,14
20251220,4,MGP,AUST,101.500000,15
20251220,4,MGP,AUST,101.500000,16
20251220,5,MGP,AUST,101.500000,17
20251220,5,MGP,AUST,101.500000,18
20251220,5,MGP,AUST,100.340000,19
20251220,5,MGP,AUST,101.500000,20
20251220,6,MGP,AUST,103.000000,21
20251220,6,MGP,AUST,102.360000,22
20251220,6,MGP,AUST,97.410000,23
20251220,6,MGP,AUST,102.070000,24
20251220,7,MGP,AUST,94.691930,25
20251220,7,MGP,AUST,97.000000,26
20251220,7,MGP,AUST,105.050000,27
20251220,7,MGP,AUST,108.350000,28
20251220,8,MGP,AUST,103.000000,29
20251220,8,MGP,AUST,106.970000,30
20251220,8,MGP,AUST,107.788410,31
20251220,8,MGP,AUST,113.150000,32
20251220,9,MGP,AUST,111.449720,33
20251220,9,MGP,AUST,113.517900,34
20251220,9,MGP,AUST,118.966140,35
20251220,9,MGP,AUST,121.666240,36
20251220,10,MGP,AUST,117.792930,37
20251220,10,MGP,AUST,120.481880,38
20251220,10,MGP,AUST,117.702180,39
20251220,10,MGP,AUST,116.513710,40
20251220,11,MGP,AUST,117.646570,41
20251220,11,MGP,AUST,118.700000,42
20251220,11,MGP,AUST,115.000000,43
20251220,11,MGP,AUST,113.150000,44
20251220,12,MGP,AUST,116.465990,45
20251220,12,MGP,AUST,113.730000,46
20251220,12,MGP,AUST,114.445070,47
20251220,12,MGP,AUST,113.150000,48
20251220,13,MGP,AUST,112.330000,49
20251220,13,MGP,AUST,111.234430,50
20251220,13,MGP,AUST,107.440000,51
20251220,13,MGP,AUST,107.440000,52
20251220,14,MGP,AUST,110.760000,53
20251220,14,MGP,AUST,107.440000,54
20251220,14,MGP,AUST,107.440000,55
20251220,14,MGP,AUST,107.440000,56
20251220,15,MGP,AUST,113.150000,57
20251220,15,MGP,AUST,113.150000,58
20251220,15,MGP,AUST,116.320000,59
20251220,15,MGP,AUST,117.380000,60
20251220,16,MGP,AUST,114.000000,61
20251220,16,MGP,AUST,119.990000,62
20251220,16,MGP,AUST,124.490000,63
20251220,16,MGP,AUST,125.200000,64
20251220,17,MGP,AUST,117.300000,65
20251220,17,MGP,AUST,123.100000,66
20251220,17,MGP,AUST,124.860000,67
20251220,17,MGP,AUST,124.860000,68
20251220,18,MGP,AUST,120.500000,69
20251220,18,MGP,AUST,124.860000,70
20251220,18,MGP,AUST,124.860000,71
20251220,18,MGP,AUST,124.860000,72
20251220,19,MGP,AUST,118.140000,73
20251220,19,MGP,AUST,119.500000,74
20251220,19,MGP,AUST,118.508970,75
20251220,19,MGP,AUST,121.051030,76
20251220,20,MGP,AUST,120.500000,77
20251220,20,MGP,AUST,119.500000,78
20251220,20,MGP,AUST,117.300000,79
20251220,20,MGP,AUST,117.300000,80
20251220,21,MGP,AUST,119.586710,81
20251220,21,MGP,AUST,117.300000,82
20251220,21,MGP,AUST,116.143290,83
20251220,21,MGP,AUST,106.970000,84
20251220,22,MGP,AUST,124.860000,85
20251220,22,MGP,AUST,113.010000,86
20251220,22,MGP,AUST,109.780000,87
20251220,22,MGP,AUST,106.350000,88
20251220,23,MGP,AUST,115.640000,89
20251220,23,MGP,AUST,107.440000,90
20251220,23,MGP,AUST,107.350000,91
20251220,23,MGP,AUST,101.200000,92
20251220,24,MGP,AUST,108.589480,93
20251220,24,MGP,AUST,105.060520,94
20251220,24,MGP,AUST,102.510000,95
20251220,24,MGP,AUST,102.360000,96
20251220,1,MGP,BSP,107.350000,1
20251220,1,MGP,BSP,106.350000,2
20251220,1,MGP,BSP,104.610000,3
20251220,1,MGP,BSP,102.360000,4
20251220,2,MGP,BSP,106.350000,5
20251220,2,MGP,BSP,104.680000,6
20251220,2,MGP,BSP,104.410000,7
20251220,2,MGP,BSP,101.710000,8
20251220,3,MGP,BSP,104.410000,9
20251220,3,MGP,BSP,102.360000,10
20251220,3,MGP,BSP,103.690000,11
20251220,3,MGP,BSP,103.500000,12
20251220,4,MGP,BSP,103.940000,13
20251220,4,MGP,BSP,102.460000,14
20251220,4,MGP,BSP,101.500000,15
20251220,4,MGP,BSP,101.500000,16
20251220,5,MGP,BSP,101.500000,17
20251220,5,MGP,BSP,101.500000,18
20251220,5,MGP,BSP,100.340000,19
20251220,5,MGP,BSP,101.500000,20
20251220,6,MGP,BSP,103.000000,21
20251220,6,MGP,BSP,102.360000,22
20251220,6,MGP,BSP,97.410000,23
20251220,6,MGP,BSP,102.070000,24
20251220,7,MGP,BSP,94.691930,25
20251220,7,MGP,BSP,97.000000,26
20251220,7,MGP,BSP,105.050000,27
20251220,7,MGP,BSP,108.350000,28
20251220,8,MGP,BSP,103.000000,29
20251220,8,MGP,BSP,106.970000,30
20251220,8,MGP,BSP,107.788410,31
20251220,8,MGP,BSP,113.150000,32
20251220,9,MGP,BSP,111.449720,33
20251220,9,MGP,BSP,113.517900,34
20251220,9,MGP,BSP,118.966140,35
20251220,9,MGP,BSP,121.666240,36
20251220,10,MGP,BSP,117.792930,37
20251220,10,MGP,BSP,120.481880,38
20251220,10,MGP,BSP,117.702180,39
20251220,10,MGP,BSP,116.513710,40
20251220,11,MGP,BSP,117.646570,41
20251220,11,MGP,BSP,118.700000,42
20251220,11,MGP,BSP,115.000000,43
