flowdate,hour,period,market,from,to,transit
20251220,1,4,MGP,NORD,AUST,0.0000
20251220,1,4,MGP,CSUD,SUD,-737.7000
20251220,1,4,MGP,CSUD,SARD,-44.5000
20251220,1,4,MGP,CSUD,MONT,-447.0000
20251220,1,4,MGP,COUP,XFRA,-4192.0000
20251220,1,4,MGP,COUP,XAUS,-365.0000
20251220,1,4,MGP,CNOR,NORD,-2072.8000
20251220,1,4,MGP,CNOR,CSUD,1173.8700
20251220,1,4,MGP,CNOR,CORS,0.0000
20251220,1,4,MGP,CALA,SUD,-236.8000
20251220,1,4,MGP,CALA,SICI,888.2000
20251220,1,4,MGP,BSP,COUP,649.0000
20251220,2,5,MGP,BSP,COUP,649.0000
20251220,2,5,MGP,CALA,SICI,893.1000
20251220,2,5,MGP,CALA,SUD,-636.5000
20251220,2,5,MGP,CNOR,CORS,0.0000
20251220,2,5,MGP,CNOR,CSUD,1737.2000
20251220,2,5,MGP,CNOR,NORD,-2456.5000
20251220,2,5,MGP,COUP,XAUS,-264.9400
20251220,2,5,MGP,COUP,XFRA,-4192.0000
20251220,2,5,MGP,CSUD,MONT,-444.0000
20251220,2,5,MGP,CSUD,SARD,-76.1000
20251220,2,5,MGP,CSUD,SUD,-122.9000
20251220,2,5,MGP,NORD,AUST,0.0000
20251220,2,5,MGP,NORD,COUP,-5105.9400
20251220,2,5,MGP,NORD,FRAN,0.0000
20251220,2,5,MGP,NORD,SLOV,0.0000
20251220,2,5,MGP,NORD,SVIZ,-985.3000
20251220,2,5,MGP,SARD,COAC,96.0000
20251220,2,5,MGP,SARD,CORS,30.0000
20251220,2,5,MGP,SICI,MALT,80.0000
20251220,2,5,MGP,SUD,XGRE,-500.0000
20251220,2,5,MGP,SUD,GREC,0.0000
20251220,2,6,MGP,SUD,GREC,0.0000
20251220,2,6,MGP,SUD,XGRE,-500.0000
20251220,2,6,MGP,SICI,MALT,76.0000
20251220,2,6,MGP,SARD,CORS,30.0000
20251220,2,6,MGP,SARD,COAC,96.0000
20251220,2,6,MGP,NORD,SVIZ,-1004.0000
20251220,2,6,MGP,NORD,SLOV,0.0000
20251220,2,6,MGP,NORD,FRAN,0.0000
20251220,2,6,MGP,NORD,COUP,-5206.0000
20251220,2,6,MGP,NORD,AUST,0.0000
20251220,2,6,MGP,CSUD,SUD,-191.5000
20251220,2,6,MGP,CSUD,SARD,-89.3000
20251220,2,6,MGP,CSUD,MONT,-444.0000
20251220,2,6,MGP,COUP,XFRA,-4192.0000
20251220,2,6,MGP,COUP,XAUS,-365.0000
20251220,2,6,MGP,CNOR,NORD,-2549.6000
20251220,2,6,MGP,CNOR,CSUD,1796.8000
20251220,2,6,MGP,CNOR,CORS,0.0000
20251220,2,6,MGP,CALA,SUD,-592.6000
20251220,2,6,MGP,CALA,SICI,868.1000
20251220,2,6,MGP,BSP,COUP,649.0000
20251220,2,7,MGP,BSP,COUP,649.0000
20251220,2,7,MGP,CALA,SICI,841.6000
20251220,2,7,MGP,CALA,SUD,-547.9000
20251220,2,7,MGP,CNOR,CORS,0.0000
20251220,2,7,MGP,CNOR,CSUD,1644.2000
20251220,2,7,MGP,CNOR,NORD,-2483.3000
20251220,2,7,MGP,COUP,XAUS,-365.0000
20251220,2,7,MGP,COUP,XFRA,-4192.0000
20251220,2,7,MGP,CSUD,MONT,-444.0000
20251220,2,7,MGP,CSUD,SARD,-95.8000
20251220,2,7,MGP,CSUD,SUD,-323.6000
20251220,2,7,MGP,NORD,AUST,0.0000
20251220,2,7,MGP,NORD,COUP,-5206.0000
20251220,2,7,MGP,NORD,FRAN,0.0000
20251220,2,7,MGP,NORD,SLOV,0.0000
20251220,2,7,MGP,NORD,SVIZ,-1002.3000
20251220,2,7,MGP,SARD,COAC,96.0000
20251220,2,7,MGP,SARD,CORS,30.0000
20251220,2,7,MGP,SICI,MALT,73.0000
20251220,2,7,MGP,SUD,XGRE,-500.0000
20251220,2,7,MGP,SUD,GREC,0.0000
20251220,2,8,MGP,SUD,GREC,0.0000
20251220,2,8,MGP,SUD,XGRE,-500.0000
20251220,2,8,MGP,SICI,MALT,68.0000
20251220,2,8,MGP,SARD,CORS,30.0000
20251220,2,8,MGP,SARD,COAC,96.0000
20251220,2,8,MGP,NORD,SVIZ,-963.1000
20251220,2,8,MGP,NORD,SLOV,0.0000
20251220,2,8,MGP,NORD,FRAN,0.0000
20251220,2,8,MGP,NORD,COUP,-5206.0000
20251220,2,8,MGP,NORD,AUST,0.0000
20251220,2,8,MGP,CSUD,SUD,-349.3000
20251220,2,8,MGP,CSUD,SARD,-96.0000
20251220,2,8,MGP,CSUD,MONT,-474.7000
20251220,2,8,MGP,COUP,XFRA,-4192.0000
20251220,2,8,MGP,COUP,XAUS,-365.0000
20251220,2,8,MGP,CNOR,NORD,-2411.6000
20251220,2,8,MGP,CNOR,CSUD,1589.2000
20251220,2,8,MGP,CNOR,CORS,0.0000
20251220,2,8,MGP,CALA,SUD,-534.8000
20251220,2,8,MGP,CALA,SICI,836.9000
20251220,2,8,MGP,BSP,COUP,649.0000
20251220,3,9,MGP,BSP,COUP,649.0000
20251220,3,9,MGP,CALA,SICI,818.0000
20251220,3,9,MGP,CALA,SUD,-507.9000
20251220,3,9,MGP,CNOR,CORS,0.0000
20251220,3,9,MGP,CNOR,CSUD,1359.9000
20251220,3,9,MGP,CNOR,NORD,-2157.5000
20251220,3,9,MGP,COUP,XAUS,-365.0000
20251220,3,9,MGP,COUP,XFRA,-4192.0000
20251220,3,9,MGP,CSUD,MONT,-565.0000
20251220,3,9,MGP,CSUD,SARD,-116.5000
20251220,3,9,MGP,CSUD,SUD,-373.5000
20251220,3,9,MGP,NORD,AUST,0.0000
20251220,3,9,MGP,NORD,COUP,-5206.0000
20251220,3,9,MGP,NORD,FRAN,0.0000
20251220,3,9,MGP,NORD,SLOV,0.0000
20251220,3,9,MGP,NORD,SVIZ,-998.0000
20251220,3,9,MGP,SARD,COAC,96.0000
20251220,3,9,MGP,SARD,CORS,20.0000
20251220,3,9,MGP,SICI,MALT,66.0000
20251220,3,9,MGP,SUD,GREC,0.0000
20251220,3,9,MGP,SUD,XGRE,-500.0000
20251220,3,10,MGP,SUD,XGRE,-500.0000
20251220,3,10,MGP,SUD,GREC,0.0000
20251220,3,10,MGP,SICI,MALT,62.0000
20251220,3,10,MGP,SARD,CORS,20.0000
20251220,3,10,MGP,SARD,COAC,96.0000
20251220,3,10,MGP,NORD,SVIZ,-998.0000
20251220,3,10,MGP,NORD,SLOV,0.0000
20251220,3,10,MGP,NORD,FRAN,0.0000
20251220,3,10,MGP,NORD,COUP,-5206.0000
20251220,3,10,MGP,NORD,AUST,0.0000
20251220,3,10,MGP,CSUD,SUD,-317.9000
20251220,3,10,MGP,CSUD,SARD,-119.4000
20251220,3,10,MGP,CSUD,MONT,-550.0000
20251220,3,10,MGP,COUP,XFRA,-4192.0000
20251220,3,10,MGP,COUP,XAUS,-365.0000
20251220,3,10,MGP,CNOR,NORD,-2268.0000
20251220,3,10,MGP,CNOR,CSUD,1455.2000
20251220,3,10,MGP,CNOR,CORS,0.0000
20251220,3,10,MGP,CALA,SUD,-514.7000
20251220,3,10,MGP,CALA,SICI,832.0000
20251220,3,10,MGP,BSP,COUP,649.0000
20251220,3,11,MGP,BSP,COUP,649.0000
20251220,3,11,MGP,CALA,SICI,817.9000
20251220,3,11,MGP,CALA,SUD,-485.4000
20251220,3,11,MGP,CNOR,CORS,0.0000
20251220,3,11,MGP,CNOR,CSUD,1548.2000
20251220,3,11,MGP,CNOR,NORD,-2346.4000
20251220,3,11,MGP,COUP,XAUS,-365.0000
20251220,3,11,MGP,COUP,XFRA,-4192.0000
20251220,3,11,MGP,CSUD,MONT,-565.0000
20251220,3,11,MGP,CSUD,SARD,188.4000
20251220,3,11,MGP,CSUD,SUD,-422.8000
20251220,3,11,MGP,NORD,AUST,0.0000
20251220,3,11,MGP,NORD,COUP,-5206.0000
20251220,3,11,MGP,NORD,FRAN,0.0000
20251220,3,11,MGP,NORD,SLOV,0.0000
20251220,3,11,MGP,NORD,SVIZ,-998.0000
20251220,3,11,MGP,SARD,COAC,96.0000
20251220,3,11,MGP,SARD,CORS,20.0000
20251220,3,11,MGP,SICI,MALT,61.0000
20251220,3,11,MGP,SUD,GREC,0.0000
20251220,3,11,MGP,SUD,XGRE,-500.0000
20251220,3,12,MGP,SUD,XGRE,-500.0000
20251220,3,12,MGP,SUD,GREC,0.0000
20251220,3,12,MGP,SICI,MALT,58.0000
20251220,3,12,MGP,SARD,CORS,20.0000
20251220,3,12,MGP,SARD,COAC,96.0000
20251220,3,12,MGP,NORD,SVIZ,-997.0000
20251220,3,12,MGP,NORD,SLOV,0.0000
20251220,3,12,MGP,NORD,FRAN,0.0000
20251220,3,12,MGP,NORD,COUP,-5206.0000
20251220,3,12,MGP,NORD,AUST,0.0000
20251220,3,12,MGP,CSUD,SUD,-438.8000
20251220,3,12,MGP,CSUD,SARD,141.2070
20251220,3,12,MGP,CSUD,MONT,-565.0000
20251220,3,12,MGP,COUP,XFRA,-4192.0000
20251220,3,12,MGP,COUP,XAUS,-365.0000
20251220,3,12,MGP,CNOR,NORD,-2282.8380
20251220,3,12,MGP,CNOR,CSUD,1490.6710
20251220,3,12,MGP,CNOR,CORS,0.0000
20251220,3,12,MGP,CALA,SUD,-488.4000
20251220,3,12,MGP,CALA,SICI,821.3000
20251220,3,12,MGP,BSP,COUP,649.0000
20251220,4,13,MGP,BSP,COUP,592.0000
20251220,4,13,MGP,CALA,SICI,806.3000
20251220,4,13,MGP,CALA,SUD,-452.1000
20251220,4,13,MGP,CNOR,CORS,0.0000
20251220,4,13,MGP,CNOR,CSUD,993.7000
20251220,4,13,MGP,CNOR,NORD,-1732.4150
20251220,4,13,MGP,COUP,XAUS,-337.0000
20251220,4,13,MGP,COUP,XFRA,-3826.0000
20251220,4,13,MGP,CSUD,MONT,-518.0000
20251220,4,13,MGP,CSUD,SARD,-139.1000
20251220,4,13,MGP,CSUD,SUD,-519.6000
20251220,4,13,MGP,NORD,AUST,0.0000
20251220,4,13,MGP,NORD,COUP,-4755.0000
20251220,4,13,MGP,NORD,FRAN,0.0000
20251220,4,13,MGP,NORD,SLOV,0.0000
20251220,4,13,MGP,NORD,SVIZ,-874.0000
20251220,4,13,MGP,SARD,COAC,89.0000
20251220,4,13,MGP,SARD,CORS,20.0000
20251220,4,13,MGP,SICI,MALT,56.0000
20251220,4,13,MGP,SUD,XGRE,-500.0000
20251220,4,13,MGP,SUD,GREC,0.0000
20251220,4,14,MGP,SUD,GREC,0.0000
20251220,4,14,MGP,SUD,XGRE,-500.0000
20251220,4,14,MGP,SICI,MALT,53.0000
20251220,4,14,MGP,SARD,CORS,20.0000
20251220,4,14,MGP,SARD,COAC,89.0000
20251220,4,14,MGP,NORD,SVIZ,-874.0000
20251220,4,14,MGP,NORD,SLOV,0.0000
20251220,4,14,MGP,NORD,FRAN,0.0000
20251220,4,14,MGP,NORD,COUP,-4755.0000
20251220,4,14,MGP,NORD,AUST,0.0000
20251220,4,14,MGP,CSUD,SUD,-566.5000
20251220,4,14,MGP,CSUD,SARD,-17.2740
20251220,4,14,MGP,CSUD,MONT,-518.0000
20251220,4,14,MGP,COUP,XFRA,-3826.0000
20251220,4,14,MGP,COUP,XAUS,-337.0000
20251220,4,14,MGP,CNOR,NORD,-1809.9000
20251220,4,14,MGP,CNOR,CSUD,1085.2000
20251220,4,14,MGP,CNOR,CORS,0.0000
20251220,4,14,MGP,CALA,SUD,-452.7000
20251220,4,14,MGP,CALA,SICI,811.5000
20251220,4,14,MGP,BSP,COUP,592.0000
20251220,4,15,MGP,BSP,COUP,592.0000
20251220,4,15,MGP,CALA,SICI,819.2000
20251220,4,15,MGP,CALA,SUD,-454.7000
20251220,4,15,MGP,CNOR,CORS,0.0000
20251220,4,15,MGP,CNOR,CSUD,1089.6200
20251220,4,15,MGP,CNOR,NORD,-1788.7430
20251220,4,15,MGP,COUP,XAUS,-337.0000
20251220,4,15,MGP,COUP,XFRA,-3826.0000
20251220,4,15,MGP,CSUD,MONT,-518.0000
20251220,4,15,MGP,CSUD,SARD,-39.8780
20251220,4,15,MGP,CSUD,SUD,-552.0000
20251220,4,15,MGP,NORD,AUST,0.0000
20251220,4,15,MGP,NORD,COUP,-4755.0000
20251220,4,15,MGP,NORD,FRAN,0.0000
20251220,4,15,MGP,NORD,SLOV,0.0000
20251220,4,15,MGP,NORD,SVIZ,-874.0000
20251220,4,15,MGP,SARD,COAC,89.0000
20251220,4,15,MGP,SARD,CORS,20.0000
20251220,4,15,MGP,SICI,MALT,52.0000
20251220,4,15,MGP,SUD,XGRE,-500.0000
20251220,4,15,MGP,SUD,GREC,0.0000
20251220,4,16,MGP,SUD,GREC,0.0000
20251220,4,16,MGP,SUD,XGRE,-500.0000
20251220,4,16,MGP,SICI,MALT,54.0000
20251220,4,16,MGP,SARD,CORS,20.0000
20251220,4,16,MGP,SARD,COAC,89.0000
20251220,4,16,MGP,NORD,SVIZ,-873.0000
20251220,4,16,MGP,NORD,SLOV,0.0000
20251220,4,16,MGP,NORD,FRAN,0.0000
20251220,4,16,MGP,NORD,COUP,-4755.0000
20251220,4,16,MGP,NORD,AUST,0.0000
20251220,4,16,MGP,CSUD,SUD,-541.5000
20251220,4,16,MGP,CSUD,SARD,-31.7640
20251220,4,16,MGP,CSUD,MONT,-518.0000
20251220,4,16,MGP,COUP,XFRA,-3826.0000
20251220,4,16,MGP,COUP,XAUS,-337.0000
20251220,4,16,MGP,CNOR,NORD,-1847.2020
20251220,4,16,MGP,CNOR,CSUD,1101.9090
20251220,4,16,MGP,CNOR,CORS,0.0000
20251220,4,16,MGP,CALA,SUD,-461.7000
20251220,4,16,MGP,CALA,SICI,832.3000
20251220,4,16,MGP,BSP,COUP,592.0000
20251220,5,17,MGP,BSP,COUP,592.0000
20251220,5,17,MGP,CALA,SICI,823.6000
20251220,5,17,MGP,CALA,SUD,-441.0000
20251220,5,17,MGP,CNOR,CORS,0.0000
20251220,5,17,MGP,CNOR,CSUD,1533.2410
20251220,5,17,MGP,CNOR,NORD,-2235.7630
20251220,5,17,MGP,COUP,XAUS,-337.0000
20251220,5,17,MGP,COUP,XFRA,-3826.0000
20251220,5,17,MGP,CSUD,MONT,-525.0000
20251220,5,17,MGP,CSUD,SARD,325.0230
20251220,5,17,MGP,CSUD,SUD,-528.5000
20251220,5,17,MGP,NORD,AUST,0.0000
20251220,5,17,MGP,NORD,COUP,-4755.0000
20251220,5,17,MGP,NORD,FRAN,0.0000
20251220,5,17,MGP,NORD,SLOV,0.0000
20251220,5,17,MGP,NORD,SVIZ,-1013.0000
20251220,5,17,MGP,SARD,COAC,89.0000
20251220,5,17,MGP,SARD,CORS,20.0000
20251220,5,17,MGP,SICI,MALT,55.0000
20251220,5,17,MGP,SUD,GREC,0.0000
20251220,5,17,MGP,SUD,XGRE,-500.0000
20251220,5,18,MGP,SUD,XGRE,-500.0000
20251220,5,18,MGP,SUD,GREC,0.0000
20251220,5,18,MGP,SICI,MALT,56.0000
20251220,5,18,MGP,SARD,CORS,20.0000
20251220,5,18,MGP,SARD,COAC,89.0000
20251220,5,18,MGP,NORD,SVIZ,-1013.0000
20251220,5,18,MGP,NORD,SLOV,0.0000
20251220,5,18,MGP,NORD,FRAN,0.0000
20251220,5,18,MGP,NORD,COUP,-4755.0000
20251220,5,18,MGP,NORD,AUST,0.0000
20251220,5,18,MGP,CSUD,SUD,-577.4000
20251220,5,18,MGP,CSUD,SARD,356.5370
20251220,5,18,MGP,CSUD,MONT,-525.0000
20251220,5,18,MGP,COUP,XFRA,-3826.0000
20251220,5,18,MGP,COUP,XAUS,-337.0000
20251220,5,18,MGP,CNOR,NORD,-2193.7890
20251220,5,18,MGP,CNOR,CSUD,1485.1250
20251220,5,18,MGP,CNOR,CORS,0.0000
20251220,5,18,MGP,CALA,SUD,-439.2000
20251220,5,18,MGP,CALA,SICI,823.3000
20251220,5,18,MGP,BSP,COUP,592.0000
20251220,5,19,MGP,BSP,COUP,592.0000
20251220,5,19,MGP,CALA,SICI,837.0000
20251220,5,19,MGP,CALA,SUD,-441.8000
20251220,5,19,MGP,CNOR,CORS,0.0000
20251220,5,19,MGP,CNOR,CSUD,1551.6000
20251220,5,19,MGP,CNOR,NORD,-2230.9000
20251220,5,19,MGP,COUP,XAUS,-337.0000
20251220,5,19,MGP,COUP,XFRA,-3826.0000
20251220,5,19,MGP,CSUD,MONT,-525.0000
20251220,5,19,MGP,CSUD,SARD,458.0000
20251220,5,19,MGP,CSUD,SUD,-597.3000
20251220,5,19,MGP,NORD,AUST,0.0000
20251220,5,19,MGP,NORD,COUP,-4755.0000
20251220,5,19,MGP,NORD,FRAN,0.0000
20251220,5,19,MGP,NORD,SLOV,0.0000
20251220,5,19,MGP,NORD,SVIZ,-994.3000
20251220,5,19,MGP,SARD,COAC,89.0000
20251220,5,19,MGP,SARD,CORS,20.0000
20251220,5,19,MGP,SICI,MALT,58.0000
20251220,5,19,MGP,SUD,GREC,0.0000
20251220,5,19,MGP,SUD,XGRE,-500.0000
20251220,5,20,MGP,SUD,XGRE,-500.0000
20251220,5,20,MGP,SUD,GREC,0.0000
20251220,5,20,MGP,SICI,MALT,61.0000
20251220,5,20,MGP,SARD,CORS,20.0000
20251220,5,20,MGP,SARD,COAC,89.0000
20251220,5,20,MGP,NORD,SVIZ,-1013.0000
20251220,5,20,MGP,NORD,SLOV,0.0000
20251220,5,20,MGP,NORD,FRAN,0.0000
20251220,5,20,MGP,NORD,COUP,-4755.0000
20251220,5,20,MGP,NORD,AUST,0.0000
20251220,5,20,MGP,CSUD,SUD,-550.7000
20251220,5,20,MGP,CSUD,SARD,352.8550
20251220,5,20,MGP,CSUD,MONT,-525.0000
20251220,5,20,MGP,COUP,XFRA,-3826.0000
20251220,5,20,MGP,COUP,XAUS,-337.0000
20251220,5,20,MGP,CNOR,NORD,-2198.2700
20251220,5,20,MGP,CNOR,CSUD,1488.8560
20251220,5,20,MGP,CNOR,CORS,0.0000
20251220,5,20,MGP,CALA,SUD,-469.7000
20251220,5,20,MGP,CALA,SICI,853.7000
20251220,5,20,MGP,BSP,COUP,592.0000
20251220,6,21,MGP,BSP,COUP,592.0000
20251220,6,21,MGP,CALA,SICI,865.7000
20251220,6,21,MGP,CALA,SUD,-479.8000
20251220,6,21,MGP,CNOR,CORS,0.0000
20251220,6,21,MGP,CNOR,CSUD,1713.1000
20251220,6,21,MGP,CNOR,NORD,-2436.6000
20251220,6,21,MGP,COUP,XAUS,-337.0000
20251220,6,21,MGP,COUP,XFRA,-3826.0000
20251220,6,21,MGP,CSUD,MONT,-45.0000
20251220,6,21,MGP,CSUD,SARD,104.4000
20251220,6,21,MGP,CSUD,SUD,-554.4000
20251220,6,21,MGP,NORD,AUST,0.0000
20251220,6,21,MGP,NORD,COUP,-4755.0000
20251220,6,21,MGP,NORD,FRAN,0.0000
20251220,6,21,MGP,NORD,SLOV,0.0000
20251220,6,21,MGP,NORD,SVIZ,-1103.6000
20251220,6,21,MGP,SARD,COAC,94.0000
20251220,6,21,MGP,SARD,CORS,20.0000
20251220,6,21,MGP,SICI,MALT,64.0000
20251220,6,21,MGP,SUD,XGRE,-500.0000
20251220,6,21,MGP,SUD,GREC,0.0000
20251220,6,22,MGP,SUD,GREC,0.0000
20251220,6,22,MGP,SUD,XGRE,-500.0000
20251220,6,22,MGP,SICI,MALT,68.0000
20251220,6,22,MGP,SARD,CORS,20.0000
20251220,6,22,MGP,SARD,COAC,94.0000
20251220,6,22,MGP,NORD,SVIZ,-1088.6000
20251220,6,22,MGP,NORD,SLOV,0.0000
20251220,6,22,MGP,NORD,FRAN,0.0000
20251220,6,22,MGP,NORD,COUP,-4755.0000
20251220,6,22,MGP,NORD,AUST,0.0000
20251220,6,22,MGP,CSUD,SUD,-475.8000
20251220,6,22,MGP,CSUD,SARD,-4.7000
20251220,6,22,MGP,CSUD,MONT,-45.0000
20251220,6,22,MGP,COUP,XFRA,-3826.0000
20251220,6,22,MGP,COUP,XAUS,-337.0000
20251220,6,22,MGP,CNOR,NORD,-2473.1000
20251220,6,22,MGP,CNOR,CSUD,1735.8000
20251220,6,22,MGP,CNOR,CORS,0.0000
20251220,6,22,MGP,CALA,SUD,-493.8000
20251220,6,22,MGP,CALA,SICI,880.4000
20251220,6,22,MGP,BSP,COUP,592.0000
20251220,6,23,MGP,BSP,COUP,592.0000
20251220,6,23,MGP,CALA,SICI,876.6000
20251220,6,23,MGP,CALA,SUD,-492.1000
20251220,6,23,MGP,CNOR,CORS,0.0000
20251220,6,23,MGP,CNOR,CSUD,1768.9000
20251220,6,23,MGP,CNOR,NORD,-2515.0000
20251220,6,23,MGP,COUP,XAUS,-337.0000
20251220,6,23,MGP,COUP,XFRA,-3826.0000
20251220,6,23,MGP,CSUD,MONT,-30.0000
20251220,6,23,MGP,CSUD,SARD,30.3000
20251220,6,23,MGP,CSUD,SUD,-468.3000
20251220,6,23,MGP,NORD,AUST,0.0000
20251220,6,23,MGP,NORD,COUP,-4755.0000
20251220,6,23,MGP,NORD,FRAN,0.0000
20251220,6,23,MGP,NORD,SLOV,0.0000
20251220,6,23,MGP,NORD,SVIZ,-1031.4000
20251220,6,23,MGP,SARD,COAC,94.0000
20251220,6,23,MGP,SARD,CORS,20.0000
20251220,6,23,MGP,SICI,MALT,70.0000
20251220,6,23,MGP,SUD,XGRE,-500.0000
20251220,6,23,MGP,SUD,GREC,0.0000
20251220,6,24,MGP,SUD,GREC,0.0000
20251220,6,24,MGP,SUD,XGRE,-500.0000
20251220,6,24,MGP,SICI,MALT,76.0000
20251220,6,24,MGP,SARD,CORS,20.0000
20251220,6,24,MGP,SARD,COAC,94.0000
20251220,6,24,MGP,NORD,SVIZ,-1088.6000
20251220,6,24,MGP,NORD,SLOV,0.0000
20251220,6,24,MGP,NORD,FRAN,0.0000
20251220,6,24,MGP,NORD,COUP,-4755.0000
20251220,6,24,MGP,NORD,AUST,0.0000
20251220,6,24,MGP,CSUD,SUD,-477.3000
20251220,6,24,MGP,CSUD,SARD,-113.8000
20251220,6,24,MGP,CSUD,MONT,-30.0000
20251220,6,24,MGP,COUP,XFRA,-3826.0000
20251220,6,24,MGP,COUP,XAUS,-337.0000
20251220,6,24,MGP,CNOR,NORD,-2354.8000
20251220,6,24,MGP,CNOR,CSUD,1603.6000
20251220,6,24,MGP,CNOR,CORS,0.0000
20251220,6,24,MGP,CALA,SUD,-465.4000
20251220,6,24,MGP,CALA,SICI,902.6000
20251220,6,24,MGP,BSP,COUP,592.0000
20251220,7,25,MGP,BSP,COUP,572.9000
20251220,7,25,MGP,CALA,SICI,1030.7000
20251220,7,25,MGP,CALA,SUD,-110.0000
20251220,7,25,MGP,CNOR,CORS,206.9000
20251220,7,25,MGP,CNOR,CSUD,1574.0000
20251220,7,25,MGP,CNOR,NORD,-2642.1000
20251220,7,25,MGP,COUP,XAUS,-337.0000
20251220,7,25,MGP,COUP,XFRA,-3826.0000
20251220,7,25,MGP,CSUD,MONT,500.0000
20251220,7,25,MGP,CSUD,SARD,-277.9000
20251220,7,25,MGP,CSUD,SUD,-792.3000
20251220,7,25,MGP,NORD,AUST,0.0000
20251220,7,25,MGP,NORD,COUP,-4735.9000
20251220,7,25,MGP,NORD,FRAN,0.0000
20251220,7,25,MGP,NORD,SLOV,0.0000
20251220,7,25,MGP,NORD,SVIZ,-1445.0000
20251220,7,25,MGP,SARD,COAC,99.0000
20251220,7,25,MGP,SARD,CORS,-186.9000
20251220,7,25,MGP,SICI,MALT,82.0000
20251220,7,25,MGP,SUD,GREC,0.0000
20251220,7,25,MGP,SUD,XGRE,-500.0000
20251220,7,26,MGP,SUD,XGRE,-500.0000
20251220,7,26,MGP,SUD,GREC,0.0000
20251220,7,26,MGP,SICI,MALT,89.0000
20251220,7,26,MGP,SARD,CORS,-186.9000
20251220,7,26,MGP,SARD,COAC,99.0000
